row,scenario,symbol,side,entry_price,exit_price,gross_price_return_pct,recorded_return_pct,implicit_cost_pct,pnl,best_cost_hypothesis_pp,best_hypothesis_residual_pp,classification,message
49,S72_SL4_TP8,CHIP/USDT,,0.03093,0.03021,-2.3278370514064006,-2.527837051406401,0.20000000000000018,-25.278370514064008,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
50,S72_SL4_TP8,KAITO/USDT,,0.9722,1.049976,8.000000000000007,7.800000000000007,0.20000000000000018,78.00000000000007,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
51,S72_SL4_TP8,SOXLB/USDT,,160.1,153.696,-3.9999999999999925,-4.199999999999992,0.19999999999999973,-41.99999999999992,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
52,S72_SL4_TP8,WLD/USDT,,0.3938,0.378048,-3.9999999999999925,-4.199999999999992,0.19999999999999973,-41.99999999999992,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
53,S72_SL4_TP8,EDEN/USDT,,0.04409,0.04232639999999999,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
54,S72_SL4_TP8,OPN/USDT,,0.0718,0.068928,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
55,S72_SL4_TP8,ADA/USDT,,0.1779,0.170784,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
56,S72_SL4_TP8,SNDKB/USDT,,1667.76,1601.0495999999998,-4.000000000000014,-4.200000000000014,0.20000000000000018,-42.00000000000014,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
57,S72_SL4_TP8,TRUMP/USDT,,1.639,1.598,-2.501525320317266,-2.701525320317266,0.20000000000000018,-27.015253203172662,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
58,S72_SL4_TP8,KAITO/USDT,,1.0396,0.998016,-4.0000000000000036,-4.200000000000004,0.20000000000000018,-42.000000000000036,0.2,0.0,NET_MINUS_0_20PP,"return_pct coincide com retorno de preço menos 0,20 p.p."
