row,scenario,symbol,gross_return_pct,recorded_return_pct,implicit_cost_pp,cost_0_10_net,cost_0_15_net,cost_0_20_net,cost_0_30_net
5242,S75_SL4_TP12,TUT/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5243,S75_SL4_TP12,HEMI/USDT,3.7344398340,3.5344398340,0.2000000000,3.6344398340,3.5844398340,3.5344398340,3.4344398340
5244,S75_SL4_TP12,BICO/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5245,S75_SL4_TP12,ADA/USDT,-2.2692109335,-2.4692109335,0.2000000000,-2.3692109335,-2.4192109335,-2.4692109335,-2.5692109335
5246,S75_SL4_TP12,ENA/USDT,-0.5440696409,-0.7440696409,0.2000000000,-0.6440696409,-0.6940696409,-0.7440696409,-0.8440696409
5247,S75_SL4_TP12,EUR/USDT,0.0346410323,-0.1653589677,0.2000000000,-0.0653589677,-0.1153589677,-0.1653589677,-0.2653589677
5248,S75_SL4_TP12,EURI/USDT,-0.0606008138,-0.2606008138,0.2000000000,-0.1606008138,-0.2106008138,-0.2606008138,-0.3606008138
5249,S75_SL4_TP12,ETH/USDT,1.0661756948,0.8661756948,0.2000000000,0.9661756948,0.9161756948,0.8661756948,0.7661756948
5250,S75_SL4_TP12,BEL/USDT,3.8617886179,3.6617886179,0.2000000000,3.7617886179,3.7117886179,3.6617886179,3.5617886179
5251,S75_SL4_TP12,HOME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5252,S75_SL4_TP12,PORTAL/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5253,S75_SL4_TP12,PLUME/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5254,S75_SL4_TP12,RE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5255,S75_SL4_TP12,FDUSD/USDT,-0.0100170289,-0.2100170289,0.2000000000,-0.1100170289,-0.1600170289,-0.2100170289,-0.3100170289
5256,S75_SL4_TP12,BMT/USDT,1.8459069021,1.6459069021,0.2000000000,1.7459069021,1.6959069021,1.6459069021,1.5459069021
5257,S75_SL4_TP12,ONG/USDT,0.4702562897,0.2702562897,0.2000000000,0.3702562897,0.3202562897,0.2702562897,0.1702562897
5258,S75_SL4_TP12,RED/USDT,1.3636363636,1.1636363636,0.2000000000,1.2636363636,1.2136363636,1.1636363636,1.0636363636
5259,S75_SL4_TP12,TUT/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5260,S75_SL4_TP12,GPS/USDT,0.4206098843,0.2206098843,0.2000000000,0.3206098843,0.2706098843,0.2206098843,0.1206098843
5261,S75_SL4_TP12,POL/USDT,0.8452192287,0.6452192287,0.2000000000,0.7452192287,0.6952192287,0.6452192287,0.5452192287
5262,S75_SL4_TP12,CRCLB/USDT,2.8914180252,2.6914180252,0.2000000000,2.7914180252,2.7414180252,2.6914180252,2.5914180252
5263,S75_SL4_TP12,HEMI/USDT,-0.7604562738,-0.9604562738,0.2000000000,-0.8604562738,-0.9104562738,-0.9604562738,-1.0604562738
5264,S75_SL4_TP12,CHIP/USDT,-1.3406940063,-1.5406940063,0.2000000000,-1.4406940063,-1.4906940063,-1.5406940063,-1.6406940063
5265,S75_SL4_TP12,GALA/USDT,-3.5145524437,-3.7145524437,0.2000000000,-3.6145524437,-3.6645524437,-3.7145524437,-3.8145524437
5266,S75_SL4_TP12,ENA/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5267,S75_SL4_TP12,SOXLB/USDT,3.9530938860,3.7530938860,0.2000000000,3.8530938860,3.8030938860,3.7530938860,3.6530938860
5268,S75_SL4_TP12,RARE/USDT,-2.9921259843,-3.1921259843,0.2000000000,-3.0921259843,-3.1421259843,-3.1921259843,-3.2921259843
5269,S75_SL4_TP12,PAXG/USDT,1.0833042060,0.8833042060,0.2000000000,0.9833042060,0.9333042060,0.8833042060,0.7833042060
5270,S75_SL4_TP12,ETH/USDT,0.3089323799,0.1089323799,0.2000000000,0.2089323799,0.1589323799,0.1089323799,0.0089323799
5271,S75_SL4_TP12,BTC/USDT,0.2390370534,0.0390370534,0.2000000000,0.1390370534,0.0890370534,0.0390370534,-0.0609629466
5272,S75_SL4_TP12,ZEC/USDT,-1.2850671695,-1.4850671695,0.2000000000,-1.3850671695,-1.4350671695,-1.4850671695,-1.5850671695
5273,S75_SL4_TP12,BEL/USDT,6.1946902655,5.9946902655,0.2000000000,6.0946902655,6.0446902655,5.9946902655,5.8946902655
5274,S75_SL4_TP12,ADA/USDT,-0.9387351779,-1.1387351779,0.2000000000,-1.0387351779,-1.0887351779,-1.1387351779,-1.2387351779
5275,S75_SL4_TP12,BCH/USDT,0.2780352178,0.0780352178,0.2000000000,0.1780352178,0.1280352178,0.0780352178,-0.0219647822
5276,S75_SL4_TP12,MSTRB/USDT,1.7794661602,1.5794661602,0.2000000000,1.6794661602,1.6294661602,1.5794661602,1.4794661602
5277,S75_SL4_TP12,MUBARAK/USDT,9.3596059113,9.1596059113,0.2000000000,9.2596059113,9.2096059113,9.1596059113,9.0596059113
5278,S75_SL4_TP12,OPN/USDT,-1.8083182640,-2.0083182640,0.2000000000,-1.9083182640,-1.9583182640,-2.0083182640,-2.1083182640
5279,S75_SL4_TP12,TAO/USDT,4.0526849037,3.8526849037,0.2000000000,3.9526849037,3.9026849037,3.8526849037,3.7526849037
5280,S75_SL4_TP12,BICO/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5281,S75_SL4_TP12,TREE/USDT,2.9972752044,2.7972752044,0.2000000000,2.8972752044,2.8472752044,2.7972752044,2.6972752044
5282,S75_SL4_TP12,POL/USDT,3.0511161009,2.8511161009,0.2000000000,2.9511161009,2.9011161009,2.8511161009,2.7511161009
5283,S75_SL4_TP12,BMT/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5284,S75_SL4_TP12,HOME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5285,S75_SL4_TP12,ONG/USDT,1.0206448620,0.8206448620,0.2000000000,0.9206448620,0.8706448620,0.8206448620,0.7206448620
5286,S75_SL4_TP12,PORTAL/USDT,0.1751313485,-0.0248686515,0.2000000000,0.0751313485,0.0251313485,-0.0248686515,-0.1248686515
5287,S75_SL4_TP12,SPCXB/USDT,1.0797219346,0.8797219346,0.2000000000,0.9797219346,0.9297219346,0.8797219346,0.7797219346
5288,S75_SL4_TP12,EWYB/USDT,0.2519798416,0.0519798416,0.2000000000,0.1519798416,0.1019798416,0.0519798416,-0.0480201584
5289,S75_SL4_TP12,RARE/USDT,2.3682200153,2.1682200153,0.2000000000,2.2682200153,2.2182200153,2.1682200153,2.0682200153
5290,S75_SL4_TP12,KORUB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5291,S75_SL4_TP12,ALPINE/USDT,-1.4880952381,-1.6880952381,0.2000000000,-1.5880952381,-1.6380952381,-1.6880952381,-1.7880952381
5292,S75_SL4_TP12,WLD/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5293,S75_SL4_TP12,ZEC/USDT,-3.1855078582,-3.3855078582,0.2000000000,-3.2855078582,-3.3355078582,-3.3855078582,-3.4855078582
5294,S75_SL4_TP12,BEL/USDT,-2.4635036496,-2.6635036496,0.2000000000,-2.5635036496,-2.6135036496,-2.6635036496,-2.7635036496
5295,S75_SL4_TP12,HEMI/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5296,S75_SL4_TP12,XAUT/USDT,-0.5714944384,-0.7714944384,0.2000000000,-0.6714944384,-0.7214944384,-0.7714944384,-0.8714944384
5297,S75_SL4_TP12,PLUME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5298,S75_SL4_TP12,HOME/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5299,S75_SL4_TP12,TRUMP/USDT,-2.3011176857,-2.5011176857,0.2000000000,-2.4011176857,-2.4511176857,-2.5011176857,-2.6011176857
5300,S75_SL4_TP12,PEPE/USDT,-2.0547945205,-2.2547945205,0.2000000000,-2.1547945205,-2.2047945205,-2.2547945205,-2.3547945205
5301,S75_SL4_TP12,ALLO/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5302,S75_SL4_TP12,EUR/USDT,-0.1037613489,-0.3037613489,0.2000000000,-0.2037613489,-0.2537613489,-0.3037613489,-0.4037613489
5303,S75_SL4_TP12,RE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5304,S75_SL4_TP12,MUBARAK/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5305,S75_SL4_TP12,EDEN/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5306,S75_SL4_TP12,XPL/USDT,-1.2076693227,-1.4076693227,0.2000000000,-1.3076693227,-1.3576693227,-1.4076693227,-1.5076693227
5307,S75_SL4_TP12,SPCXB/USDT,0.4844392249,0.2844392249,0.2000000000,0.3844392249,0.3344392249,0.2844392249,0.1844392249
5308,S75_SL4_TP12,RARE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5309,S75_SL4_TP12,POL/USDT,-3.2410965924,-3.4410965924,0.2000000000,-3.3410965924,-3.3910965924,-3.4410965924,-3.5410965924
5310,S75_SL4_TP12,PUMP/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5311,S75_SL4_TP12,PORTAL/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5312,S75_SL4_TP12,PAXG/USDT,-0.0740837283,-0.2740837283,0.2000000000,-0.1740837283,-0.2240837283,-0.2740837283,-0.3740837283
5313,S75_SL4_TP12,SOL/USDT,-0.4971869685,-0.6971869685,0.2000000000,-0.5971869685,-0.6471869685,-0.6971869685,-0.7971869685
5314,S75_SL4_TP12,LINK/USDT,5.0989802040,4.8989802040,0.2000000000,4.9989802040,4.9489802040,4.8989802040,4.7989802040
5315,S75_SL4_TP12,KORUB/USDT,8.8511137163,8.6511137163,0.2000000000,8.7511137163,8.7011137163,8.6511137163,8.5511137163
5316,S75_SL4_TP12,TRX/USDT,1.2345679012,1.0345679012,0.2000000000,1.1345679012,1.0845679012,1.0345679012,0.9345679012
5317,S75_SL4_TP12,BNB/USDT,1.0721520447,0.8721520447,0.2000000000,0.9721520447,0.9221520447,0.8721520447,0.7721520447
5318,S75_SL4_TP12,DOGE/USDT,2.0541153138,1.8541153138,0.2000000000,1.9541153138,1.9041153138,1.8541153138,1.7541153138
5319,S75_SL4_TP12,GIGGLE/USDT,-0.7932011331,-0.9932011331,0.2000000000,-0.8932011331,-0.9432011331,-0.9932011331,-1.0932011331
5320,S75_SL4_TP12,SNDKB/USDT,6.9729553601,6.7729553601,0.2000000000,6.8729553601,6.8229553601,6.7729553601,6.6729553601
5321,S75_SL4_TP12,RARE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5322,S75_SL4_TP12,EWYB/USDT,3.5665539137,3.3665539137,0.2000000000,3.4665539137,3.4165539137,3.3665539137,3.2665539137
5323,S75_SL4_TP12,PLUME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5324,S75_SL4_TP12,WLD/USDT,-0.0298953662,-0.2298953662,0.2000000000,-0.1298953662,-0.1798953662,-0.2298953662,-0.3298953662
5325,S75_SL4_TP12,ARB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5326,S75_SL4_TP12,GPS/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5327,S75_SL4_TP12,ENA/USDT,-3.3407572383,-3.5407572383,0.2000000000,-3.4407572383,-3.4907572383,-3.5407572383,-3.6407572383
5328,S75_SL4_TP12,RE/USDT,2.2361984626,2.0361984626,0.2000000000,2.1361984626,2.0861984626,2.0361984626,1.9361984626
5329,S75_SL4_TP12,SOL/USDT,-0.7687296417,-0.9687296417,0.2000000000,-0.8687296417,-0.9187296417,-0.9687296417,-1.0687296417
5330,S75_SL4_TP12,LINK/USDT,-0.7571477003,-0.9571477003,0.2000000000,-0.8571477003,-0.9071477003,-0.9571477003,-1.0571477003
5331,S75_SL4_TP12,HOME/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5332,S75_SL4_TP12,PAXG/USDT,-1.1104803563,-1.3104803563,0.2000000000,-1.2104803563,-1.2604803563,-1.3104803563,-1.4104803563
5333,S75_SL4_TP12,SPCXB/USDT,1.6772700983,1.4772700983,0.2000000000,1.5772700983,1.5272700983,1.4772700983,1.3772700983
5334,S75_SL4_TP12,XAUT/USDT,-0.8419618529,-1.0419618529,0.2000000000,-0.9419618529,-0.9919618529,-1.0419618529,-1.1419618529
5335,S75_SL4_TP12,SNDKB/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5336,S75_SL4_TP12,SNXXB/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5337,S75_SL4_TP12,EDEN/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5338,S75_SL4_TP12,GPS/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5339,S75_SL4_TP12,CRCLB/USDT,5.8031959630,5.6031959630,0.2000000000,5.7031959630,5.6531959630,5.6031959630,5.5031959630
5340,S75_SL4_TP12,MUB/USDT,4.2570219484,4.0570219484,0.2000000000,4.1570219484,4.1070219484,4.0570219484,3.9570219484
5341,S75_SL4_TP12,USDC/USDT,-0.0049952545,-0.2049952545,0.2000000000,-0.1049952545,-0.1549952545,-0.2049952545,-0.3049952545
5342,S75_SL4_TP12,ACE/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5343,S75_SL4_TP12,SOXLB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5344,S75_SL4_TP12,WLD/USDT,-3.1448355453,-3.3448355453,0.2000000000,-3.2448355453,-3.2948355453,-3.3448355453,-3.4448355453
5345,S75_SL4_TP12,DEXE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5346,S75_SL4_TP12,RED/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5347,S75_SL4_TP12,XUSD/USDT,0.0299700300,-0.1700299700,0.2000000000,-0.0700299700,-0.1200299700,-0.1700299700,-0.2700299700
5348,S75_SL4_TP12,SPCXB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5349,S75_SL4_TP12,MSTRB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5350,S75_SL4_TP12,TAO/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5351,S75_SL4_TP12,PUMP/USDT,-2.1165857044,-2.3165857044,0.2000000000,-2.2165857044,-2.2665857044,-2.3165857044,-2.4165857044
5352,S75_SL4_TP12,KORUB/USDT,0.7504690432,0.5504690432,0.2000000000,0.6504690432,0.6004690432,0.5504690432,0.4504690432
5353,S75_SL4_TP12,HEI/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5354,S75_SL4_TP12,PLUME/USDT,-0.1598721023,-0.3598721023,0.2000000000,-0.2598721023,-0.3098721023,-0.3598721023,-0.4598721023
5355,S75_SL4_TP12,FET/USDT,-1.5418502203,-1.7418502203,0.2000000000,-1.6418502203,-1.6918502203,-1.7418502203,-1.8418502203
5356,S75_SL4_TP12,ONG/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5357,S75_SL4_TP12,USDE/USDT,0.0199840128,-0.1800159872,0.2000000000,-0.0800159872,-0.1300159872,-0.1800159872,-0.2800159872
5358,S75_SL4_TP12,U/USDT,0.0000000000,-0.2000000000,0.2000000000,-0.1000000000,-0.1500000000,-0.2000000000,-0.3000000000
5359,S75_SL4_TP12,EWYB/USDT,-1.7225351342,-1.9225351342,0.2000000000,-1.8225351342,-1.8725351342,-1.9225351342,-2.0225351342
5360,S75_SL4_TP12,PORTAL/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5361,S75_SL4_TP12,SKHYB/USDT,-1.2139515604,-1.4139515604,0.2000000000,-1.3139515604,-1.3639515604,-1.4139515604,-1.5139515604
5362,S75_SL4_TP12,MUB/USDT,0.6963357267,0.4963357267,0.2000000000,0.5963357267,0.5463357267,0.4963357267,0.3963357267
5363,S75_SL4_TP12,HEMI/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5364,S75_SL4_TP12,WLFI/USDT,1.2612612613,1.0612612613,0.2000000000,1.1612612613,1.1112612613,1.0612612613,0.9612612613
5365,S75_SL4_TP12,BEL/USDT,1.8993352327,1.6993352327,0.2000000000,1.7993352327,1.7493352327,1.6993352327,1.5993352327
5366,S75_SL4_TP12,LINK/USDT,7.1300448430,6.9300448430,0.2000000000,7.0300448430,6.9800448430,6.9300448430,6.8300448430
5367,S75_SL4_TP12,PLUME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5368,S75_SL4_TP12,RED/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5369,S75_SL4_TP12,CHIP/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5370,S75_SL4_TP12,XPL/USDT,-0.8144796380,-1.0144796380,0.2000000000,-0.9144796380,-0.9644796380,-1.0144796380,-1.1144796380
5371,S75_SL4_TP12,OPN/USDT,4.8484848485,4.6484848485,0.2000000000,4.7484848485,4.6984848485,4.6484848485,4.5484848485
5372,S75_SL4_TP12,BNB/USDT,-0.6396309444,-0.8396309444,0.2000000000,-0.7396309444,-0.7896309444,-0.8396309444,-0.9396309444
5373,S75_SL4_TP12,RE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5374,S75_SL4_TP12,USDC/USDT,0.0029972126,-0.1970027874,0.2000000000,-0.0970027874,-0.1470027874,-0.1970027874,-0.2970027874
5375,S75_SL4_TP12,GPS/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5376,S75_SL4_TP12,EURI/USDT,-0.0345632075,-0.2345632075,0.2000000000,-0.1345632075,-0.1845632075,-0.2345632075,-0.3345632075
5377,S75_SL4_TP12,WLD/USDT,3.6726431463,3.4726431463,0.2000000000,3.5726431463,3.5226431463,3.4726431463,3.3726431463
5378,S75_SL4_TP12,XAUT/USDT,0.0612291230,-0.1387708770,0.2000000000,-0.0387708770,-0.0887708770,-0.1387708770,-0.2387708770
5379,S75_SL4_TP12,ONG/USDT,9.9121706399,9.7121706399,0.2000000000,9.8121706399,9.7621706399,9.7121706399,9.6121706399
5380,S75_SL4_TP12,BEL/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5381,S75_SL4_TP12,PORTAL/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5382,S75_SL4_TP12,USDE/USDT,-0.0099900100,-0.2099900100,0.2000000000,-0.1099900100,-0.1599900100,-0.2099900100,-0.3099900100
5383,S75_SL4_TP12,PLUME/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5384,S75_SL4_TP12,CHIP/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5385,S75_SL4_TP12,RLUSD/USDT,0.0000000000,-0.2000000000,0.2000000000,-0.1000000000,-0.1500000000,-0.2000000000,-0.3000000000
5386,S75_SL4_TP12,RARE/USDT,6.4680851064,6.2680851064,0.2000000000,6.3680851064,6.3180851064,6.2680851064,6.1680851064
5387,S75_SL4_TP12,USD1/USDT,-0.0179964007,-0.2179964007,0.2000000000,-0.1179964007,-0.1679964007,-0.2179964007,-0.3179964007
5388,S75_SL4_TP12,SNXXB/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5389,S75_SL4_TP12,MUBARAK/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5390,S75_SL4_TP12,EUR/USDT,0.2159827214,0.0159827214,0.2000000000,0.1159827214,0.0659827214,0.0159827214,-0.0840172786
5391,S75_SL4_TP12,ACE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5392,S75_SL4_TP12,LINK/USDT,0.6781097690,0.4781097690,0.2000000000,0.5781097690,0.5281097690,0.4781097690,0.3781097690
5393,S75_SL4_TP12,SNDKB/USDT,7.1071847111,6.9071847111,0.2000000000,7.0071847111,6.9571847111,6.9071847111,6.8071847111
5394,S75_SL4_TP12,TREE/USDT,-2.6011560694,-2.8011560694,0.2000000000,-2.7011560694,-2.7511560694,-2.8011560694,-2.9011560694
5395,S75_SL4_TP12,BMT/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5396,S75_SL4_TP12,EDEN/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5397,S75_SL4_TP12,TUT/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5398,S75_SL4_TP12,ONG/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5399,S75_SL4_TP12,POL/USDT,5.6200527704,5.4200527704,0.2000000000,5.5200527704,5.4700527704,5.4200527704,5.3200527704
5400,S75_SL4_TP12,HEMI/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5401,S75_SL4_TP12,GPS/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5402,S75_SL4_TP12,OPN/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5403,S75_SL4_TP12,GIGGLE/USDT,0.1205545509,-0.0794454491,0.2000000000,0.0205545509,-0.0294454491,-0.0794454491,-0.1794454491
5404,S75_SL4_TP12,SPCXB/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5405,S75_SL4_TP12,CRCLB/USDT,-2.4791161412,-2.6791161412,0.2000000000,-2.5791161412,-2.6291161412,-2.6791161412,-2.7791161412
5406,S75_SL4_TP12,RED/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5407,S75_SL4_TP12,PAXG/USDT,-1.1889618708,-1.3889618708,0.2000000000,-1.2889618708,-1.3389618708,-1.3889618708,-1.4889618708
5408,S75_SL4_TP12,FDUSD/USDT,-0.0100200401,-0.2100200401,0.2000000000,-0.1100200401,-0.1600200401,-0.2100200401,-0.3100200401
5409,S75_SL4_TP12,WLFI/USDT,-0.3300330033,-0.5300330033,0.2000000000,-0.4300330033,-0.4800330033,-0.5300330033,-0.6300330033
5410,S75_SL4_TP12,ARB/USDT,1.8445322793,1.6445322793,0.2000000000,1.7445322793,1.6945322793,1.6445322793,1.5445322793
5411,S75_SL4_TP12,TRX/USDT,-0.0300480769,-0.2300480769,0.2000000000,-0.1300480769,-0.1800480769,-0.2300480769,-0.3300480769
5412,S75_SL4_TP12,SOL/USDT,1.6249508583,1.4249508583,0.2000000000,1.5249508583,1.4749508583,1.4249508583,1.3249508583
5413,S75_SL4_TP12,AAVE/USDT,0.3249299720,0.1249299720,0.2000000000,0.2249299720,0.1749299720,0.1249299720,0.0249299720
5414,S75_SL4_TP12,XUSD/USDT,-0.0199760288,-0.2199760288,0.2000000000,-0.1199760288,-0.1699760288,-0.2199760288,-0.3199760288
5415,S75_SL4_TP12,ACE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5416,S75_SL4_TP12,BTC/USDT,1.2334632877,1.0334632877,0.2000000000,1.1334632877,1.0834632877,1.0334632877,0.9334632877
5417,S75_SL4_TP12,ETH/USDT,3.1177067744,2.9177067744,0.2000000000,3.0177067744,2.9677067744,2.9177067744,2.8177067744
5418,S75_SL4_TP12,TREE/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5419,S75_SL4_TP12,HEI/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5420,S75_SL4_TP12,PUMP/USDT,10.8070175439,10.6070175439,0.2000000000,10.7070175439,10.6570175439,10.6070175439,10.5070175439
5421,S75_SL4_TP12,TRUMP/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5422,S75_SL4_TP12,ENA/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5423,S75_SL4_TP12,ONDO/USDT,5.2694254242,5.0694254242,0.2000000000,5.1694254242,5.1194254242,5.0694254242,4.9694254242
5424,S75_SL4_TP12,ONG/USDT,177.4991912003,177.2991912003,0.2000000000,177.3991912003,177.3491912003,177.2991912003,177.1991912003
5425,S75_SL4_TP12,RE/USDT,-4.0000000000,-4.2000000000,0.2000000000,-4.1000000000,-4.1500000000,-4.2000000000,-4.3000000000
5426,S75_SL4_TP12,PEPE/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
5427,S75_SL4_TP12,LINK/USDT,12.0000000000,11.8000000000,0.2000000000,11.9000000000,11.8500000000,11.8000000000,11.7000000000
