row,entry_time,exit_time,scenario,symbol,return_pct,gross_price_return_pct,net_if_cost_020pp
17182,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S82_SL5_TP10,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
17750,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S82_SL5_TP15,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
18034,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S82_SL6_TP8,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
18884,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S82_SL6_TP15,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
19155,2026-08-12T02:00:00+00:00,2026-08-12T08:00:00+00:00,S85_SL4_TP8,PUMP/USDT,-4.20000000,-4.00000000,-4.20000000
19166,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL4_TP8,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
19446,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL4_TP10,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
19720,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL4_TP12,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
19993,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL4_TP15,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
19994,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL4_TP15,TAO/USDT,-3.22439024,-3.02439024,-3.22439024
20268,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL5_TP8,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
20544,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL5_TP10,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
20545,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL5_TP10,PUMP/USDT,-0.59768619,-0.39768619,-0.59768619
20819,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL5_TP12,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
21085,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL5_TP15,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
21349,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL6_TP8,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
21891,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL6_TP12,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
22153,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL6_TP15,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
22154,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,S85_SL6_TP15,TAO/USDT,-3.22439024,-3.02439024,-3.22439024
28141,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,CD24_E1_P15,WLD/USDT,-4.51633835,-4.31633835,-4.51633835
29398,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,CD24_E2_P15,WLD/USDT,-4.51633835,-4.31633835,-4.51633835
29786,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,COST_0.15,WLD/USDT,-4.61633835,-4.31633835,-4.51633835
30130,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,COST_0.20,WLD/USDT,-4.71633835,-4.31633835,-4.51633835
30474,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,COST_0.30,WLD/USDT,-4.91633835,-4.31633835,-4.51633835
31184,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,ROBUST_78_SL5_TP12_CD6_P7,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
31704,2026-08-12T02:00:00+00:00,2026-08-13T02:00:00+00:00,ROBUST_78_SL5_TP12_CD24_P5,WLFI/USDT,-1.80427807,-1.60427807,-1.80427807
1415,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S72_SL4_TP15,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
2154,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S72_SL5_TP10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
3584,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S72_SL6_TP10,RE/USDT,-0.13103448,0.06896552,-0.13103448
5672,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S75_SL4_TP15,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
6703,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S75_SL5_TP12,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
7377,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S75_SL6_TP8,RE/USDT,-0.13103448,0.06896552,-0.13103448
10179,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S78_SL5_TP10,RE/USDT,-0.13103448,0.06896552,-0.13103448
12801,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S80_SL4_TP12,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
13396,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S80_SL5_TP8,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
13978,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S80_SL5_TP12,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
14836,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S80_SL6_TP10,RE/USDT,-0.13103448,0.06896552,-0.13103448
15115,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S80_SL6_TP12,RE/USDT,-0.13103448,0.06896552,-0.13103448
17470,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S82_SL5_TP12,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
18323,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S82_SL6_TP10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
18605,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S82_SL6_TP12,RE/USDT,-0.13103448,0.06896552,-0.13103448
20546,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S85_SL5_TP10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
21622,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,S85_SL6_TP10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
22615,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E1_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
22937,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E1_P10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
23382,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E1_P15,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
23906,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E2_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
24229,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E2_P10,RE/USDT,-0.13103448,0.06896552,-0.13103448
24230,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD6_E2_P10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
26119,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD12_E2_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
26441,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD12_E2_P10,TAO/USDT,-2.59374695,-2.39374695,-2.59374695
27392,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD24_E1_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
28649,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,CD24_E2_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
30767,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,ROBUST_72_SL5_TP10_CD6_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
31393,2026-08-12T03:00:00+00:00,2026-08-13T03:00:00+00:00,ROBUST_78_SL4_TP12_CD6_P7,RE/USDT,-0.13103448,0.06896552,-0.13103448
287,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL4_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
288,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL4_TP8,WLD/USDT,-2.02998819,-1.82998819,-2.02998819
681,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL4_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
1047,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL4_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
1416,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL4_TP15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
1789,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL5_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
2155,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL5_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
2868,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL5_TP15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
3221,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL6_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
3933,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL6_TP12,RE/USDT,0.44220183,0.64220183,0.44220183
3934,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S72_SL6_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
4629,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL4_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
4985,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL4_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
5673,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL4_TP15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
6011,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL5_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
6012,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL5_TP8,NEAR/USDT,0.34249548,0.54249548,0.34249548
6360,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL5_TP10,RE/USDT,0.44220183,0.64220183,0.44220183
7041,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL5_TP15,RE/USDT,0.44220183,0.64220183,0.44220183
7717,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL6_TP10,RE/USDT,0.44220183,0.64220183,0.44220183
8049,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL6_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
8384,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S75_SL6_TP15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
8995,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL4_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
9878,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL5_TP8,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
10180,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL5_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
10469,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL5_TP12,RE/USDT,0.44220183,0.64220183,0.44220183
10470,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL5_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
10750,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL5_TP15,RE/USDT,0.44220183,0.64220183,0.44220183
11615,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL6_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
11889,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S78_SL6_TP15,RE/USDT,0.44220183,0.64220183,0.44220183
12175,2026-08-12T04:00:00+00:00,2026-08-12T06:00:00+00:00,S80_SL4_TP8,RE/USDT,-4.20000000,-4.00000000,-4.20000000
12501,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S80_SL4_TP10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
13081,2026-08-12T04:00:00+00:00,2026-08-12T06:00:00+00:00,S80_SL4_TP15,RE/USDT,-4.20000000,-4.00000000,-4.20000000
13979,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S80_SL5_TP12,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
15392,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S80_SL6_TP15,RE/USDT,0.44220183,0.64220183,0.44220183
21350,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,S85_SL6_TP8,RE/USDT,0.44220183,0.64220183,0.44220183
22376,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD6_E1_P5,RE/USDT,0.44220183,0.64220183,0.44220183
22938,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD6_E1_P10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
23383,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD6_E1_P15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
23666,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD6_E2_P5,RE/USDT,0.44220183,0.64220183,0.44220183
24681,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD6_E2_P15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
24960,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E1_P5,RE/USDT,0.44220183,0.64220183,0.44220183
25194,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E1_P7,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
25607,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E1_P15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
25883,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E2_P5,RE/USDT,0.44220183,0.64220183,0.44220183
26120,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E2_P7,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
26442,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E2_P10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
26880,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD12_E2_P15,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
27709,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD24_E1_P10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
28966,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,CD24_E2_P10,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
29787,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,COST_0.15,RE/USDT,0.34220183,0.64220183,0.44220183
30131,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,COST_0.20,RE/USDT,0.24220183,0.64220183,0.44220183
30475,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,COST_0.30,RE/USDT,0.04220183,0.64220183,0.44220183
30981,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,ROBUST_78_SL5_TP10_CD6_P7,RE/USDT,0.44220183,0.64220183,0.44220183
31185,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,ROBUST_78_SL5_TP12_CD6_P7,RE/USDT,0.44220183,0.64220183,0.44220183
31394,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,ROBUST_78_SL4_TP12_CD6_P7,GRAM/USDT,-1.88993387,-1.68993387,-1.88993387
31560,2026-08-12T04:00:00+00:00,2026-08-13T04:00:00+00:00,ROBUST_78_SL5_TP10_CD24_P5,RE/USDT,0.44220183,0.64220183,0.44220183
3585,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,S72_SL6_TP10,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
6355,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,S75_SL5_TP10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
6698,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,S75_SL5_TP12,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
7042,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,S75_SL5_TP15,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
7713,2026-08-12T05:00:00+00:00,2026-08-12T17:00:00+00:00,S75_SL6_TP10,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
13391,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,S80_SL5_TP8,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
13694,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,S80_SL5_TP10,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
15994,2026-08-12T05:00:00+00:00,2026-08-12T14:00:00+00:00,S82_SL4_TP10,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
16582,2026-08-12T05:00:00+00:00,2026-08-12T14:00:00+00:00,S82_SL4_TP15,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
17465,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,S82_SL5_TP12,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
17745,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,S82_SL5_TP15,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
18320,2026-08-12T05:00:00+00:00,2026-08-12T17:00:00+00:00,S82_SL6_TP10,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
18604,2026-08-12T05:00:00+00:00,2026-08-12T17:00:00+00:00,S82_SL6_TP12,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
19715,2026-08-12T05:00:00+00:00,2026-08-12T14:00:00+00:00,S85_SL4_TP12,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
22932,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD6_E1_P10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
24225,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD6_E2_P10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
25599,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD12_E1_P15,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
26435,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD12_E2_P10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
26881,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD12_E2_P15,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
26882,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD12_E2_P15,ONG/USDT,-3.31090002,-3.11090002,-3.31090002
27704,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD24_E1_P10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
27710,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD24_E1_P10,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
28142,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD24_E1_P15,ONG/USDT,-3.31090002,-3.11090002,-3.31090002
28961,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,CD24_E2_P10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
28967,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD24_E2_P10,NEAR/USDT,-0.85515188,-0.65515188,-0.85515188
29399,2026-08-12T05:00:00+00:00,2026-08-13T05:00:00+00:00,CD24_E2_P15,ONG/USDT,-3.31090002,-3.11090002,-3.31090002
29782,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,COST_0.15,PLUME/USDT,-5.30000000,-5.00000000,-5.20000000
30126,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,COST_0.20,PLUME/USDT,-5.40000000,-5.00000000,-5.20000000
30470,2026-08-12T05:00:00+00:00,2026-08-12T16:00:00+00:00,COST_0.30,PLUME/USDT,-5.60000000,-5.00000000,-5.20000000
3929,2026-08-12T06:00:00+00:00,2026-08-12T17:00:00+00:00,S72_SL6_TP12,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
7374,2026-08-12T06:00:00+00:00,2026-08-12T17:00:00+00:00,S75_SL6_TP8,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
9284,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S78_SL4_TP12,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
10174,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S78_SL5_TP10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
10746,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S78_SL5_TP15,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
11885,2026-08-12T06:00:00+00:00,2026-08-12T17:00:00+00:00,S78_SL6_TP15,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
12180,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S80_SL4_TP8,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
12496,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S80_SL4_TP10,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
13087,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S80_SL4_TP15,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
13975,2026-08-12T06:00:00+00:00,2026-08-12T14:00:00+00:00,S80_SL5_TP12,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
15112,2026-08-12T06:00:00+00:00,2026-08-12T17:00:00+00:00,S80_SL6_TP12,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
15386,2026-08-12T06:00:00+00:00,2026-08-12T17:00:00+00:00,S80_SL6_TP15,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
16889,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,S82_SL5_TP8,TRX/USDT,0.12699168,0.32699168,0.12699168
17751,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,S82_SL5_TP15,TRX/USDT,0.12699168,0.32699168,0.12699168
26883,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,CD12_E2_P15,TRX/USDT,0.12699168,0.32699168,0.12699168
27711,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,CD24_E1_P10,USDC/USDT,-0.19000789,0.00999211,-0.19000789
28143,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,CD24_E1_P15,GRAM/USDT,-0.93746313,-0.73746313,-0.93746313
28968,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,CD24_E2_P10,USDC/USDT,-0.19000789,0.00999211,-0.19000789
29400,2026-08-12T06:00:00+00:00,2026-08-13T06:00:00+00:00,CD24_E2_P15,GRAM/USDT,-0.93746313,-0.73746313,-0.93746313
674,2026-08-12T07:00:00+00:00,2026-08-12T14:00:00+00:00,S72_SL4_TP10,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
682,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S72_SL4_TP10,TRX/USDT,0.06769780,0.26769780,0.06769780
2511,2026-08-12T07:00:00+00:00,2026-08-12T17:00:00+00:00,S72_SL5_TP12,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
4283,2026-08-12T07:00:00+00:00,2026-08-12T19:00:00+00:00,S72_SL6_TP15,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
5323,2026-08-12T07:00:00+00:00,2026-08-12T14:00:00+00:00,S75_SL4_TP12,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
6704,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S75_SL5_TP12,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
7718,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S75_SL6_TP10,TRX/USDT,0.06769780,0.26769780,0.06769780
8380,2026-08-12T07:00:00+00:00,2026-08-12T19:00:00+00:00,S75_SL6_TP15,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
8988,2026-08-12T07:00:00+00:00,2026-08-12T14:00:00+00:00,S78_SL4_TP10,PLUME/USDT,-4.20000000,-4.00000000,-4.20000000
11336,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S78_SL6_TP10,XAUT/USDT,-0.91386731,-0.71386731,-0.91386731
11609,2026-08-12T07:00:00+00:00,2026-08-12T19:00:00+00:00,S78_SL6_TP12,PLUME/USDT,-6.20000000,-6.00000000,-6.20000000
12189,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S80_SL4_TP8,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
12493,2026-08-12T07:00:00+00:00,2026-08-12T11:00:00+00:00,S80_SL4_TP10,GIGGLE/USDT,-4.20000000,-4.00000000,-4.20000000
12502,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S80_SL4_TP10,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
13094,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S80_SL4_TP15,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
13980,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S80_SL5_TP12,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
15116,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S80_SL6_TP12,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
17177,2026-08-12T07:00:00+00:00,2026-08-12T17:00:00+00:00,S82_SL5_TP10,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
18324,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,S82_SL6_TP10,TRX/USDT,0.06769780,0.26769780,0.06769780
23903,2026-08-12T07:00:00+00:00,2026-08-12T17:00:00+00:00,CD6_E2_P7,PLUME/USDT,-5.20000000,-5.00000000,-5.20000000
24231,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,CD6_E2_P10,PAXG/USDT,-1.02824760,-0.82824760,-1.02824760
25609,2026-08-12T07:00:00+00:00,2026-08-13T07:00:00+00:00,CD12_E1_P15,TRX/USDT,0.06769780,0.26769780,0.06769780
