verdict,trades,symbols,avg_pct,median_pct,pf,dd_pct,pnl_legacy,duplicate_keys,real_fees_recoverable,cost_0_avg,cost_0_pf,cost_0_dd,cost_0_15_avg,cost_0_15_pf,cost_0_15_dd,cost_0_2_avg,cost_0_2_pf,cost_0_2_dd,cost_0_3_avg,cost_0_3_pf,cost_0_3_dd
NÃO APROVADA — AUDITORIA LIMITADA PELO CSV LEGADO,31749,82,0.9074729718948713,-0.20999200639488774,1.5965387118423489,-76.46558656065967,288113.5938469027,0,False,1.1150574627449767,1.7928760718060581,-71.9066521513175,0.9650574627449766,1.6483163354785801,-75.28406643501637,0.9150574627449768,1.6032980731272675,-76.46558656065967,0.8150574627449767,1.5179444019867725,-79.87770514814217
