scenario,runs,p05_return,median_return,p95_return,p05_dd,median_dd,p95_dd,prob_positive,prob_loss_10,prob_dd_20
V7_BASE,5000,29.284752369352894,29.284752369353008,29.284752369353168,-9.06525949066016,-5.81433868309426,-3.9483249560147287,100.0,0.0,0.0
