name,score,sl,tp,cooldown_hours,max_entries_24h,max_positions,cost,trades,win_rate,return_pct,median_pct,profit_factor,drawdown_pct,remove_top10_return,remove_top20_return,remove_symbol10_return,first_half_return,second_half_return,mc_positive_probability,mc_drawdown_p95,walk_forward_positive_windows,walk_forward_windows,robustness_score,eligible
S80_SL4_TP10,80,4.0,10.0,12,1,10,0.1,307,42.671009771986974,2498.3809734059955,-0.2100170289492163,2.0786846657996314,-42.570536779640236,283.2590803065665,50.476628459933124,-12.507338533620771,18.196768309434642,2098.351960523602,99.94,-21.070638624112135,8,13,60.0,False
S80_SL4_TP12,80,4.0,12.0,12,1,10,0.1,296,41.21621621621622,1816.5295881677769,-0.21499880041994085,2.008797332791748,-48.17003409272173,148.39521852570599,-18.58110645944089,33.07704011497719,19.309178981322674,1506.3555248065195,99.7,-22.719146537426234,9,13,63.0,False
S80_SL4_TP15,80,4.0,15.0,12,1,10,0.1,297,41.75084175084175,4226.543148224799,-0.20999500249875275,2.234536700771453,-48.59889759133977,340.67617536657576,10.841065236251545,5.3488056299588305,183.12929028736508,1428.1157042542384,99.92,-22.0238273987044,9,13,70.0,False
S80_SL5_TP8,80,5.0,8.0,12,1,10,0.1,303,46.53465346534654,1218.6620118496953,-0.19000799360511228,1.8516666069156067,-45.53077906273471,126.60119577230495,6.923850200712445,-22.07269593346043,9.24351477884635,1107.0849372790751,99.48,-23.587189682997387,8,13,60.0,False
S80_SL5_TP10,80,5.0,10.0,12,1,10,0.1,290,45.17241379310345,2390.2655802747067,-0.19001048836352324,2.0882161741709466,-42.991527568112545,271.3689545634456,45.808282357452555,-34.240821624942555,92.02882678250468,1196.8186193707384,99.94,-21.735507865231742,10,13,63.0,False
S80_SL5_TP12,80,5.0,12.0,12,1,10,0.1,289,43.944636678200695,3255.4528866600294,-0.2,2.122404507160293,-38.70608345194584,332.59250173970054,41.795011412201745,-30.56811463922956,95.9540963344509,1612.3667988716093,99.92,-22.600729379655967,10,13,63.0,False
S80_SL5_TP15,80,5.0,15.0,12,1,10,0.1,280,44.285714285714285,1863.5227134350555,-0.2,1.897181848146168,-42.53970218891603,393.87500695192745,24.221900170972475,-20.917387969921396,57.404057370133344,1147.4409784862542,99.92,-21.8910223831535,9,13,60.0,False
S80_SL6_TP8,80,6.0,8.0,12,1,10,0.1,294,45.91836734693878,101.14745687883766,-0.2,1.21072584314456,-44.4660603679741,-5.76834614256253,-55.535930837089275,-50.76142132401189,-31.799091921031252,194.9336930322574,81.78,-29.114540361356188,8,13,35.0,False
S80_SL6_TP10,80,6.0,10.0,12,1,10,0.1,279,44.80286738351255,244.32523845295577,-0.20099995000251153,1.362898463547158,-50.85244203877248,32.22772040765229,-48.084252720194975,-50.36230173960605,-47.17353225775784,551.804394973051,94.1,-26.71619330691014,9,13,48.0,False
S80_SL6_TP12,80,6.0,12.0,12,1,10,0.1,281,44.128113879003564,210.81751340415602,-0.2,1.322925218296352,-62.03936522923337,1.8796504401126013,-66.6059255795438,-61.74685221418081,-36.718428677009996,391.1659222520556,90.25999999999999,-29.19439383179666,10,13,51.0,False
