name,score,sl,tp,cooldown_hours,max_entries_24h,max_positions,cost,trades,win_rate,return_pct,median_pct,profit_factor,drawdown_pct,remove_top10_return,remove_top20_return,remove_symbol10_return,first_half_return,second_half_return,mc_positive_probability,mc_drawdown_p95,walk_forward_positive_windows,walk_forward_windows,robustness_score,eligible
S85_SL6_TP10,85,6.0,10.0,12,1,10,0.1,270,45.18518518518518,304.29923005286827,-0.2,1.3993801165984,-65.158818741244,55.258922618197204,-39.04165507254209,-49.89361058061057,-30.41639430614975,481.0265593761839,95.58,-26.15261975881702,8,13,48.0,False
S85_SL6_TP12,85,6.0,12.0,12,1,10,0.1,267,45.31835205992509,605.072636859723,-0.2,1.5480855293160822,-62.819725020334594,130.16132203178395,-24.557806358414858,-34.47798269162341,9.60234045063304,543.3007123395331,98.56,-25.40230850224208,8,13,53.0,False
S85_SL6_TP15,85,6.0,15.0,12,1,10,0.1,258,40.69767441860465,190.9650302696127,-0.22498001598720824,1.3134666630154215,-46.684342472469666,-26.815027214134744,-81.20700528886513,-70.83897141456386,-24.719567038146906,286.5081785821472,88.94,-30.734304453495398,7,13,32.0,False
CD6_E1_P5,75,5.0,10.0,6,1,5,0.1,194,44.329896907216494,151.5858162382837,-0.21000451767205203,1.365641335206976,-59.485652260468136,-3.3860569804501917,-62.067068584068565,-43.7540116247,-52.44635193157765,429.0568157384914,90.2,-23.570356191485025,7,13,37.0,False
CD6_E1_P7,75,5.0,10.0,6,1,7,0.1,257,44.3579766536965,800.2005989210331,-0.20999200639488774,1.7944525127404625,-57.658923251019246,39.94894652998495,-45.05271574125103,-49.910996969194,-56.80316675485635,1983.9504456550355,97.94,-24.99582663947427,9,13,48.0,False
CD6_E1_P10,75,5.0,10.0,6,1,10,0.1,349,42.97994269340974,2578.7588430372484,-0.20999200639488774,1.8453355155623106,-60.950763766232626,298.4236745883028,56.430608774380396,-2.1955445994587097,4.271240134292076,2469.0294270857908,99.86,-25.785412356271134,9,13,60.0,False
CD6_E1_P15,75,5.0,10.0,6,1,15,0.1,490,44.48979591836735,7926.981618952994,-0.19950001499954279,1.82151477620399,-63.12215834632126,1090.7273702651394,367.50787991543217,-4.269403660575977,42.35994900290918,5538.511164954783,100.0,-27.322353493582288,9,13,60.0,False
CD6_E2_P5,75,5.0,10.0,6,2,5,0.1,194,44.329896907216494,148.8467254564232,-0.21100911453461585,1.3611429169184261,-59.926744203113024,-4.437922163793528,-62.480055867389474,-44.36637869125004,-52.964082863375026,429.0568157384914,90.38000000000001,-23.596727459264006,8,13,40.0,False
CD6_E2_P7,75,5.0,10.0,6,2,7,0.1,256,41.796875,82.7936141258181,-0.22295109103724325,1.2060048023130683,-60.37062091186345,-28.230880438221828,-71.82173705954806,-68.74435088518689,-56.7079797537271,322.2339661812275,78.06,-29.147820359067047,9,13,35.0,False
CD6_E2_P10,75,5.0,10.0,6,2,10,0.1,353,43.90934844192634,1171.0557050254386,-0.209990009990013,1.5638924270467942,-59.62176529457655,388.110598984215,91.64382796084432,-21.81464946943066,-11.596521329796229,1337.789241040177,99.78,-25.327308868559598,10,13,58.0,False
