scenario,check,status,value
S82_SL4_TP10,db_exit_consistency,FALHA,120
S82_SL4_TP12,db_entry_consistency,OK,0
S82_SL4_TP12,db_exit_consistency,FALHA,107
S82_SL4_TP15,db_entry_consistency,OK,0
S82_SL4_TP15,db_exit_consistency,FALHA,96
S82_SL5_TP8,db_entry_consistency,OK,0
S82_SL5_TP8,db_exit_consistency,FALHA,117
S82_SL5_TP10,db_entry_consistency,OK,0
S82_SL5_TP10,db_exit_consistency,FALHA,101
S82_SL5_TP12,db_entry_consistency,OK,0
S82_SL5_TP12,db_exit_consistency,FALHA,95
S82_SL5_TP15,db_entry_consistency,OK,0
S82_SL5_TP15,db_exit_consistency,FALHA,84
S82_SL6_TP8,db_entry_consistency,OK,0
S82_SL6_TP8,db_exit_consistency,FALHA,97
S82_SL6_TP10,db_entry_consistency,OK,0
S82_SL6_TP10,db_exit_consistency,FALHA,91
S82_SL6_TP12,db_entry_consistency,OK,0
S82_SL6_TP12,db_exit_consistency,FALHA,92
S82_SL6_TP15,db_entry_consistency,OK,0
S82_SL6_TP15,db_exit_consistency,FALHA,71
S85_SL4_TP8,db_entry_consistency,OK,0
S85_SL4_TP8,db_exit_consistency,FALHA,122
S85_SL4_TP10,db_entry_consistency,OK,0
S85_SL4_TP10,db_exit_consistency,FALHA,97
S85_SL4_TP12,db_entry_consistency,OK,0
S85_SL4_TP12,db_exit_consistency,FALHA,98
S85_SL4_TP15,db_entry_consistency,OK,0
S85_SL4_TP15,db_exit_consistency,FALHA,88
S85_SL5_TP8,db_entry_consistency,OK,0
S85_SL5_TP8,db_exit_consistency,FALHA,106
S85_SL5_TP10,db_entry_consistency,OK,0
S85_SL5_TP10,db_exit_consistency,FALHA,91
S85_SL5_TP12,db_entry_consistency,OK,0
S85_SL5_TP12,db_exit_consistency,FALHA,89
S85_SL5_TP15,db_entry_consistency,OK,0
S85_SL5_TP15,db_exit_consistency,FALHA,70
S85_SL6_TP8,db_entry_consistency,OK,0
S85_SL6_TP8,db_exit_consistency,FALHA,89
S85_SL6_TP10,db_entry_consistency,OK,0
S85_SL6_TP10,db_exit_consistency,FALHA,86
S85_SL6_TP12,db_entry_consistency,OK,0
S85_SL6_TP12,db_exit_consistency,FALHA,78
S85_SL6_TP15,db_entry_consistency,OK,0
S85_SL6_TP15,db_exit_consistency,FALHA,63
CD6_E1_P5,db_entry_consistency,OK,0
CD6_E1_P5,db_exit_consistency,FALHA,75
CD6_E1_P7,db_entry_consistency,OK,0
CD6_E1_P7,db_exit_consistency,FALHA,89
CD6_E1_P10,db_entry_consistency,OK,0
CD6_E1_P10,db_exit_consistency,FALHA,121
CD6_E1_P15,db_entry_consistency,OK,0
CD6_E1_P15,db_exit_consistency,FALHA,157
CD6_E2_P5,db_entry_consistency,OK,0
CD6_E2_P5,db_exit_consistency,FALHA,75
CD6_E2_P7,db_entry_consistency,OK,0
CD6_E2_P7,db_exit_consistency,FALHA,92
CD6_E2_P10,db_entry_consistency,OK,0
CD6_E2_P10,db_exit_consistency,FALHA,124
CD6_E2_P15,db_entry_consistency,OK,0
CD6_E2_P15,db_exit_consistency,FALHA,161
CD12_E1_P5,db_entry_consistency,OK,0
CD12_E1_P5,db_exit_consistency,FALHA,59
CD12_E1_P7,db_entry_consistency,OK,0
CD12_E1_P7,db_exit_consistency,FALHA,97
CD12_E1_P15,db_entry_consistency,OK,0
CD12_E1_P15,db_exit_consistency,FALHA,157
CD12_E2_P5,db_entry_consistency,OK,0
CD12_E2_P5,db_exit_consistency,FALHA,61
CD12_E2_P7,db_entry_consistency,OK,0
CD12_E2_P7,db_exit_consistency,FALHA,89
CD12_E2_P10,db_entry_consistency,OK,0
CD12_E2_P10,db_exit_consistency,FALHA,117
CD12_E2_P15,db_entry_consistency,OK,0
CD12_E2_P15,db_exit_consistency,FALHA,157
CD24_E1_P5,db_entry_consistency,OK,0
CD24_E1_P5,db_exit_consistency,FALHA,66
CD24_E1_P7,db_entry_consistency,OK,0
CD24_E1_P7,db_exit_consistency,FALHA,77
CD24_E1_P10,db_entry_consistency,OK,0
CD24_E1_P10,db_exit_consistency,FALHA,116
CD24_E1_P15,db_entry_consistency,OK,0
CD24_E1_P15,db_exit_consistency,FALHA,140
CD24_E2_P5,db_entry_consistency,OK,0
CD24_E2_P5,db_exit_consistency,FALHA,66
CD24_E2_P7,db_entry_consistency,OK,0
CD24_E2_P7,db_exit_consistency,FALHA,77
CD24_E2_P10,db_entry_consistency,OK,0
CD24_E2_P10,db_exit_consistency,FALHA,116
CD24_E2_P15,db_entry_consistency,OK,0
CD24_E2_P15,db_exit_consistency,FALHA,140
COST_0.15,db_entry_consistency,OK,0
COST_0.15,db_exit_consistency,FALHA,117
COST_0.20,db_entry_consistency,OK,0
COST_0.20,db_exit_consistency,FALHA,117
COST_0.30,db_entry_consistency,OK,0
COST_0.30,db_exit_consistency,FALHA,117
ROBUST_72_SL5_TP10_CD6_P7,db_entry_consistency,OK,0
ROBUST_72_SL5_TP10_CD6_P7,db_exit_consistency,FALHA,93
ROBUST_78_SL5_TP10_CD6_P7,db_entry_consistency,OK,0
ROBUST_78_SL5_TP10_CD6_P7,db_exit_consistency,FALHA,74
ROBUST_78_SL5_TP12_CD6_P7,db_entry_consistency,OK,0
ROBUST_78_SL5_TP12_CD6_P7,db_exit_consistency,FALHA,61
ROBUST_78_SL4_TP12_CD6_P7,db_entry_consistency,OK,0
ROBUST_78_SL4_TP12_CD6_P7,db_exit_consistency,FALHA,75
ROBUST_78_SL5_TP10_CD24_P5,db_entry_consistency,OK,0
ROBUST_78_SL5_TP10_CD24_P5,db_exit_consistency,FALHA,47
ROBUST_78_SL5_TP12_CD24_P5,db_entry_consistency,OK,0
ROBUST_78_SL5_TP12_CD24_P5,db_exit_consistency,FALHA,41
