scenario,symbol,entry_time,exit_time,entry_price,exit_price,score,confidence,notional,entry_fee,exit_fee,gross_return_pct,net_return_pct,pnl,exit_reason
V4_BASE,LTC/USDT,2026-07-19T13:00:00+00:00,2026-07-20T13:00:00+00:00,47.36,46.69,73.00000000,68.00000000,100.00000000,0.10000000,0.09858530,-1.41469595,-1.61328125,-1.61328125,24H
V4_BASE,GPS/USDT,2026-07-19T14:00:00+00:00,2026-07-20T14:00:00+00:00,0.00908,0.00905,70.00000000,65.00000000,100.00000000,0.10000000,0.09966960,-0.33039648,-0.53006608,-0.53006608,24H
V4_BASE,ALLO/USDT,2026-07-19T15:00:00+00:00,2026-07-20T15:00:00+00:00,0.4711,0.4697,72.00000000,67.00000000,100.00000000,0.10000000,0.09970282,-0.29717682,-0.49687964,-0.49687964,24H
V4_BASE,TUT/USDT,2026-07-19T15:00:00+00:00,2026-07-20T15:00:00+00:00,0.01317,0.0138,70.00000000,65.00000000,100.00000000,0.10000000,0.10478360,4.78359909,4.57881549,4.57881549,24H
V4_BASE,EDEN/USDT,2026-07-19T16:00:00+00:00,2026-07-20T16:00:00+00:00,0.04415,0.04281,70.00000000,65.00000000,100.00000000,0.10000000,0.09696489,-3.03510759,-3.23207248,-3.23207248,24H
V4_BASE,ACE/USDT,2026-07-19T20:00:00+00:00,2026-07-20T20:00:00+00:00,0.0712,0.1206,70.00000000,70.00000000,100.00000000,0.10000000,0.16938202,69.38202247,69.11264045,69.11264045,24H
V4_BASE,EWYB/USDT,2026-07-19T22:00:00+00:00,2026-07-20T22:00:00+00:00,166.67,163.53,75.00000000,70.00000000,100.00000000,0.10000000,0.09811604,-1.88396232,-2.08207836,-2.08207836,24H
V4_BASE,LINK/USDT,2026-07-20T01:00:00+00:00,2026-07-21T01:00:00+00:00,8.422,8.592,73.00000000,68.00000000,100.00000000,0.10000000,0.10201852,2.01852292,1.81650439,1.81650439,24H
V4_BASE,NEAR/USDT,2026-07-20T13:00:00+00:00,2026-07-21T13:00:00+00:00,1.965,1.988,73.00000000,68.00000000,100.00000000,0.10000000,0.10117048,1.17048346,0.96931298,0.96931298,24H
V4_BASE,SOXLB/USDT,2026-07-20T13:00:00+00:00,2026-07-21T13:00:00+00:00,143.87,152.78,73.00000000,68.00000000,100.00000000,0.10000000,0.10619309,6.19309098,5.98689789,5.98689789,24H
V4_BASE,CRCLB/USDT,2026-07-20T14:00:00+00:00,2026-07-21T14:00:00+00:00,63.12,69.88,70.00000000,70.00000000,100.00000000,0.10000000,0.11070976,10.70975919,10.49904943,10.49904943,24H
V4_BASE,BMT/USDT,2026-07-20T15:00:00+00:00,2026-07-21T15:00:00+00:00,0.01184,0.01197,73.00000000,68.00000000,100.00000000,0.10000000,0.10109797,1.09797297,0.89687500,0.89687500,24H
V4_BASE,ALLO/USDT,2026-07-20T15:00:00+00:00,2026-07-21T15:00:00+00:00,0.4697,0.4838,72.00000000,67.00000000,100.00000000,0.10000000,0.10300192,3.00191612,2.79891420,2.79891420,24H
V4_BASE,XPL/USDT,2026-07-20T16:00:00+00:00,2026-07-21T16:00:00+00:00,0.08561,0.08614,75.00000000,70.00000000,100.00000000,0.10000000,0.10061909,0.61908656,0.41846747,0.41846747,24H
V4_BASE,RARE/USDT,2026-07-20T20:00:00+00:00,2026-07-21T20:00:00+00:00,0.0128,0.0127,73.00000000,68.00000000,100.00000000,0.10000000,0.09921875,-0.78125000,-0.98046875,-0.98046875,24H
V4_BASE,ADA/USDT,2026-07-20T21:00:00+00:00,2026-07-21T21:00:00+00:00,0.1699,0.173,70.00000000,65.00000000,100.00000000,0.10000000,0.10182460,1.82460271,1.62277810,1.62277810,24H
V4_BASE,HEMI/USDT,2026-07-20T22:00:00+00:00,2026-07-21T22:00:00+00:00,0.00686,0.00535,72.00000000,59.00000000,100.00000000,0.10000000,0.07798834,-22.01166181,-22.18965015,-22.18965015,24H
V4_BASE,RED/USDT,2026-07-21T01:00:00+00:00,2026-07-22T01:00:00+00:00,0.1032,0.1011,75.00000000,70.00000000,100.00000000,0.10000000,0.09796512,-2.03488372,-2.23284884,-2.23284884,24H
V4_BASE,SKHYB/USDT,2026-07-21T13:00:00+00:00,2026-07-22T13:00:00+00:00,163.9,168.61,73.00000000,68.00000000,100.00000000,0.10000000,0.10287370,2.87370348,2.67082977,2.67082977,24H
V4_BASE,SNDKB/USDT,2026-07-21T13:00:00+00:00,2026-07-22T13:00:00+00:00,1529.08,1577.19,70.00000000,70.00000000,100.00000000,0.10000000,0.10314634,3.14633636,2.94319002,2.94319002,24H
V4_BASE,LTC/USDT,2026-07-21T14:00:00+00:00,2026-07-22T14:00:00+00:00,47.81,46.79,73.00000000,68.00000000,100.00000000,0.10000000,0.09786656,-2.13344489,-2.33131144,-2.33131144,24H
V4_BASE,MSTRB/USDT,2026-07-21T15:00:00+00:00,2026-07-22T15:00:00+00:00,102.67,99.78,73.00000000,68.00000000,100.00000000,0.10000000,0.09718516,-2.81484367,-3.01202883,-3.01202883,24H
V4_BASE,GRAM/USDT,2026-07-21T16:00:00+00:00,2026-07-22T16:00:00+00:00,1.518,1.517,72.00000000,67.00000000,100.00000000,0.10000000,0.09993412,-0.06587615,-0.26581028,-0.26581028,24H
V4_BASE,BMT/USDT,2026-07-21T19:00:00+00:00,2026-07-22T19:00:00+00:00,0.01203,0.01209,70.00000000,65.00000000,100.00000000,0.10000000,0.10049875,0.49875312,0.29825436,0.29825436,24H
V4_BASE,PORTAL/USDT,2026-07-21T22:00:00+00:00,2026-07-22T22:00:00+00:00,0.01106,0.01088,73.00000000,68.00000000,100.00000000,0.10000000,0.09837251,-1.62748644,-1.82585895,-1.82585895,24H
V4_BASE,KAITO/USDT,2026-07-21T23:00:00+00:00,2026-07-22T23:00:00+00:00,0.9948,0.9862,75.00000000,70.00000000,100.00000000,0.10000000,0.09913550,-0.86449538,-1.06363088,-1.06363088,24H
V4_BASE,TREE/USDT,2026-07-22T00:00:00+00:00,2026-07-23T00:00:00+00:00,0.0388,0.0382,70.00000000,65.00000000,100.00000000,0.10000000,0.09845361,-1.54639175,-1.74484536,-1.74484536,24H
V4_BASE,CHIP/USDT,2026-07-22T02:00:00+00:00,2026-07-23T02:00:00+00:00,0.0306,0.03026,70.00000000,65.00000000,100.00000000,0.10000000,0.09888889,-1.11111111,-1.31000000,-1.31000000,24H
V4_BASE,AAVE/USDT,2026-07-22T13:00:00+00:00,2026-07-23T13:00:00+00:00,97.91,96.11,75.00000000,70.00000000,100.00000000,0.10000000,0.09816158,-1.83842304,-2.03658462,-2.03658462,24H
V4_BASE,MUB/USDT,2026-07-22T13:00:00+00:00,2026-07-23T13:00:00+00:00,972.31,977.98,75.00000000,70.00000000,100.00000000,0.10000000,0.10058315,0.58314735,0.38256420,0.38256420,24H
V4_BASE,SKHYB/USDT,2026-07-22T14:00:00+00:00,2026-07-23T14:00:00+00:00,166.79,172.97,75.00000000,70.00000000,100.00000000,0.10000000,0.10370526,3.70525811,3.50155285,3.50155285,24H
V4_BASE,ADA/USDT,2026-07-22T15:00:00+00:00,2026-07-23T15:00:00+00:00,0.1779,0.1705,75.00000000,70.00000000,100.00000000,0.10000000,0.09584036,-4.15964025,-4.35548061,-4.35548061,24H
V4_BASE,WLD/USDT,2026-07-22T16:00:00+00:00,2026-07-23T16:00:00+00:00,0.3938,0.3766,75.00000000,70.00000000,100.00000000,0.10000000,0.09563230,-4.36769934,-4.56333164,-4.56333164,24H
V4_BASE,SNDKB/USDT,2026-07-22T20:00:00+00:00,2026-07-23T20:00:00+00:00,1622.32,1625.76,70.00000000,65.00000000,100.00000000,0.10000000,0.10021204,0.21204201,0.01182997,0.01182997,24H
V4_BASE,EDEN/USDT,2026-07-23T01:00:00+00:00,2026-07-24T01:00:00+00:00,0.04409,0.04071,73.00000000,68.00000000,100.00000000,0.10000000,0.09233386,-7.66613745,-7.85847131,-7.85847131,24H
V4_BASE,GRAM/USDT,2026-07-23T03:00:00+00:00,2026-07-24T03:00:00+00:00,1.516,1.455,73.00000000,68.00000000,100.00000000,0.10000000,0.09597625,-4.02374670,-4.21972296,-4.21972296,24H
V4_BASE,BMT/USDT,2026-07-23T05:00:00+00:00,2026-07-24T05:00:00+00:00,0.01262,0.01228,70.00000000,70.00000000,100.00000000,0.10000000,0.09730586,-2.69413629,-2.89144216,-2.89144216,24H
V4_BASE,OPN/USDT,2026-07-23T06:00:00+00:00,2026-07-24T06:00:00+00:00,0.0718,0.0671,73.00000000,68.00000000,100.00000000,0.10000000,0.09345404,-6.54596100,-6.73941504,-6.73941504,24H
V4_BASE,PLUME/USDT,2026-07-23T13:00:00+00:00,2026-07-24T13:00:00+00:00,0.01146,0.01114,73.00000000,68.00000000,100.00000000,0.10000000,0.09720768,-2.79232112,-2.98952880,-2.98952880,24H
V4_BASE,RE/USDT,2026-07-23T16:00:00+00:00,2026-07-24T16:00:00+00:00,0.5261,0.608,70.00000000,70.00000000,100.00000000,0.10000000,0.11556738,15.56738263,15.35181524,15.35181524,24H
V4_BASE,SOXLB/USDT,2026-07-23T20:00:00+00:00,2026-07-24T20:00:00+00:00,162.95,137.08,75.00000000,70.00000000,100.00000000,0.10000000,0.08412396,-15.87603559,-16.06015956,-16.06015956,24H
V4_BASE,HEI/USDT,2026-07-23T21:00:00+00:00,2026-07-24T21:00:00+00:00,0.103,0.0987,70.00000000,70.00000000,100.00000000,0.10000000,0.09582524,-4.17475728,-4.37058252,-4.37058252,24H
V4_BASE,UNI/USDT,2026-07-24T05:00:00+00:00,2026-07-25T05:00:00+00:00,3.833,3.687,70.00000000,65.00000000,100.00000000,0.10000000,0.09619097,-3.80902687,-4.00521785,-4.00521785,24H
V4_BASE,KAITO/USDT,2026-07-24T10:00:00+00:00,2026-07-25T10:00:00+00:00,1.0396,0.9586,73.00000000,68.00000000,100.00000000,0.10000000,0.09220854,-7.79145825,-7.98366679,-7.98366679,24H
V4_BASE,GPS/USDT,2026-07-24T10:00:00+00:00,2026-07-25T10:00:00+00:00,0.00923,0.00958,70.00000000,65.00000000,100.00000000,0.10000000,0.10379198,3.79198267,3.58819068,3.58819068,24H
V4_BASE,ALLO/USDT,2026-07-24T11:00:00+00:00,2026-07-25T11:00:00+00:00,0.5096,0.3717,70.00000000,65.00000000,100.00000000,0.10000000,0.07293956,-27.06043956,-27.23337912,-27.23337912,24H
V4_BASE,PLUME/USDT,2026-07-24T14:00:00+00:00,2026-07-25T14:00:00+00:00,0.01141,0.01178,73.00000000,68.00000000,100.00000000,0.10000000,0.10324277,3.24276950,3.03952673,3.03952673,24H
V4_BASE,HOME/USDT,2026-07-24T14:00:00+00:00,2026-07-25T14:00:00+00:00,0.00689,0.00634,72.00000000,67.00000000,100.00000000,0.10000000,0.09201742,-7.98258345,-8.17460087,-8.17460087,24H
V4_BASE,XPL/USDT,2026-07-24T17:00:00+00:00,2026-07-25T17:00:00+00:00,0.08689,0.08322,75.00000000,70.00000000,100.00000000,0.10000000,0.09577627,-4.22373115,-4.41950742,-4.41950742,24H
V4_BASE,HEMI/USDT,2026-07-24T19:00:00+00:00,2026-07-25T19:00:00+00:00,0.00532,0.00502,75.00000000,70.00000000,100.00000000,0.10000000,0.09436090,-5.63909774,-5.83345865,-5.83345865,24H
V4_BASE,TUT/USDT,2026-07-24T21:00:00+00:00,2026-07-25T21:00:00+00:00,0.01452,0.01538,75.00000000,70.00000000,100.00000000,0.10000000,0.10592287,5.92286501,5.71694215,5.71694215,24H
V4_BASE,TREE/USDT,2026-07-25T00:00:00+00:00,2026-07-26T00:00:00+00:00,0.0394,0.0381,73.00000000,68.00000000,100.00000000,0.10000000,0.09670051,-3.29949239,-3.49619289,-3.49619289,24H
V4_BASE,RE/USDT,2026-07-25T07:00:00+00:00,2026-07-26T07:00:00+00:00,0.6078,0.5204,75.00000000,70.00000000,100.00000000,0.10000000,0.08562027,-14.37973017,-14.56535044,-14.56535044,24H
V4_BASE,ALPINE/USDT,2026-07-25T13:00:00+00:00,2026-07-26T13:00:00+00:00,0.314,0.315,75.00000000,70.00000000,100.00000000,0.10000000,0.10031847,0.31847134,0.11815287,0.11815287,24H
V4_BASE,PLUME/USDT,2026-07-25T15:00:00+00:00,2026-07-26T15:00:00+00:00,0.01177,0.01236,70.00000000,65.00000000,100.00000000,0.10000000,0.10501274,5.01274427,4.80773152,4.80773152,24H
V4_BASE,TRX/USDT,2026-07-25T16:00:00+00:00,2026-07-26T16:00:00+00:00,0.3321,0.333,70.00000000,65.00000000,100.00000000,0.10000000,0.10027100,0.27100271,0.07073171,0.07073171,24H
V4_BASE,MUBARAK/USDT,2026-07-25T19:00:00+00:00,2026-07-26T19:00:00+00:00,0.01076,0.0108,70.00000000,65.00000000,100.00000000,0.10000000,0.10037175,0.37174721,0.17137546,0.17137546,24H
V4_BASE,PEPE/USDT,2026-07-26T02:00:00+00:00,2026-07-27T02:00:00+00:00,2.86e-06,2.94e-06,70.00000000,70.00000000,100.00000000,0.10000000,0.10279720,2.79720280,2.59440559,2.59440559,24H
V4_BASE,DOT/USDT,2026-07-26T03:00:00+00:00,2026-07-27T03:00:00+00:00,0.82,0.818,70.00000000,65.00000000,100.00000000,0.10000000,0.09975610,-0.24390244,-0.44365854,-0.44365854,24H
V4_BASE,FIL/USDT,2026-07-26T04:00:00+00:00,2026-07-27T04:00:00+00:00,0.7416,0.7478,70.00000000,65.00000000,100.00000000,0.10000000,0.10083603,0.83603020,0.63519417,0.63519417,24H
V4_BASE,TAO/USDT,2026-07-26T04:00:00+00:00,2026-07-27T04:00:00+00:00,196.4,198.8,70.00000000,70.00000000,100.00000000,0.10000000,0.10122200,1.22199593,1.02077393,1.02077393,24H
V4_BASE,RARE/USDT,2026-07-26T09:00:00+00:00,2026-07-27T09:00:00+00:00,0.01279,0.01259,70.00000000,65.00000000,100.00000000,0.10000000,0.09843628,-1.56372166,-1.76215794,-1.76215794,24H
V4_BASE,LINK/USDT,2026-07-26T13:00:00+00:00,2026-07-27T13:00:00+00:00,8.458,8.772,70.00000000,65.00000000,100.00000000,0.10000000,0.10371246,3.71246157,3.50874911,3.50874911,24H
V4_BASE,ONDO/USDT,2026-07-26T16:00:00+00:00,2026-07-27T16:00:00+00:00,0.4062,0.4094,90.00000000,100.00000000,100.00000000,0.10000000,0.10078779,0.78778927,0.58700148,0.58700148,24H
V4_BASE,USDE/USDT,2026-07-26T16:00:00+00:00,2026-07-27T16:00:00+00:00,1.0009,1.0009,87.00000000,87.00000000,100.00000000,0.10000000,0.10000000,0.00000000,-0.20000000,-0.20000000,24H
V4_BASE,USDC/USDT,2026-07-26T19:00:00+00:00,2026-07-27T19:00:00+00:00,1.00087,1.00084,87.00000000,87.00000000,100.00000000,0.10000000,0.09999700,-0.00299739,-0.20299439,-0.20299439,24H
V4_BASE,PLUME/USDT,2026-07-27T02:00:00+00:00,2026-07-28T02:00:00+00:00,0.01231,0.01129,90.00000000,95.00000000,100.00000000,0.10000000,0.09171405,-8.28594639,-8.47766044,-8.47766044,24H
V4_BASE,ALPINE/USDT,2026-07-27T03:00:00+00:00,2026-07-28T03:00:00+00:00,0.32,0.304,87.00000000,87.00000000,100.00000000,0.10000000,0.09500000,-5.00000000,-5.19500000,-5.19500000,24H
V4_BASE,CRCLB/USDT,2026-07-27T04:00:00+00:00,2026-07-28T04:00:00+00:00,63.92,63.19,87.00000000,87.00000000,100.00000000,0.10000000,0.09885795,-1.14205257,-1.34091051,-1.34091051,24H
V4_BASE,XUSD/USDT,2026-07-27T04:00:00+00:00,2026-07-28T04:00:00+00:00,1.0012,1.0012,87.00000000,87.00000000,100.00000000,0.10000000,0.10000000,0.00000000,-0.20000000,-0.20000000,24H
V4_BASE,EDEN/USDT,2026-07-27T09:00:00+00:00,2026-07-28T09:00:00+00:00,0.04471,0.04002,90.00000000,100.00000000,100.00000000,0.10000000,0.08951018,-10.48982331,-10.67933348,-10.67933348,24H
V4_BASE,ENA/USDT,2026-07-27T13:00:00+00:00,2026-07-28T13:00:00+00:00,0.0923,0.0834,95.00000000,100.00000000,100.00000000,0.10000000,0.09035753,-9.64247021,-9.83282774,-9.83282774,24H
V4_BASE,RLUSD/USDT,2026-07-27T16:00:00+00:00,2026-07-28T16:00:00+00:00,1.0013,1.0011,87.00000000,87.00000000,100.00000000,0.10000000,0.09998003,-0.01997403,-0.21995406,-0.21995406,24H
V4_BASE,MSTRB/USDT,2026-07-27T16:00:00+00:00,2026-07-28T16:00:00+00:00,97.4,98.12,81.00000000,86.00000000,100.00000000,0.10000000,0.10073922,0.73921971,0.53848049,0.53848049,24H
V4_BASE,TREE/USDT,2026-07-27T19:00:00+00:00,2026-07-28T19:00:00+00:00,0.0397,0.0378,89.00000000,88.00000000,100.00000000,0.10000000,0.09521411,-4.78589421,-4.98110831,-4.98110831,24H
V4_BASE,U/USDT,2026-07-28T02:00:00+00:00,2026-07-29T02:00:00+00:00,1.0007,1.0009,77.00000000,74.00000000,100.00000000,0.10000000,0.10001999,0.01998601,-0.18003398,-0.18003398,24H
V4_BASE,KAITO/USDT,2026-07-28T03:00:00+00:00,2026-07-29T03:00:00+00:00,1.2896,1.249,76.00000000,71.00000000,100.00000000,0.10000000,0.09685174,-3.14826303,-3.34511476,-3.34511476,24H
V4_BASE,FDUSD/USDT,2026-07-28T04:00:00+00:00,2026-07-29T04:00:00+00:00,0.9993,0.9983,87.00000000,87.00000000,100.00000000,0.10000000,0.09989993,-0.10007005,-0.29996998,-0.29996998,24H
V4_BASE,USD1/USDT,2026-07-28T04:00:00+00:00,2026-07-29T04:00:00+00:00,0.99984,0.99973,81.00000000,80.00000000,100.00000000,0.10000000,0.09998900,-0.01100176,-0.21099076,-0.21099076,24H
V4_BASE,GPS/USDT,2026-07-28T09:00:00+00:00,2026-07-29T09:00:00+00:00,0.00949,0.00963,92.00000000,97.00000000,100.00000000,0.10000000,0.10147524,1.47523709,1.27376185,1.27376185,24H
V4_BASE,PLUME/USDT,2026-07-28T13:00:00+00:00,2026-07-29T13:00:00+00:00,0.0117,0.01202,85.00000000,87.00000000,100.00000000,0.10000000,0.10273504,2.73504274,2.53230769,2.53230769,24H
V4_BASE,AAVE/USDT,2026-07-28T16:00:00+00:00,2026-07-29T16:00:00+00:00,101.26,98.73,95.00000000,100.00000000,100.00000000,0.10000000,0.09750148,-2.49851866,-2.69602015,-2.69602015,24H
V4_BASE,ONDO/USDT,2026-07-28T16:00:00+00:00,2026-07-29T16:00:00+00:00,0.4088,0.3937,89.00000000,88.00000000,100.00000000,0.10000000,0.09630626,-3.69373777,-3.89004403,-3.89004403,24H
V4_BASE,ALPINE/USDT,2026-07-28T19:00:00+00:00,2026-07-29T19:00:00+00:00,0.317,0.309,87.00000000,87.00000000,100.00000000,0.10000000,0.09747634,-2.52365931,-2.72113565,-2.72113565,24H
V4_BASE,U/USDT,2026-07-29T02:00:00+00:00,2026-07-30T02:00:00+00:00,1.0009,1.0008,81.00000000,80.00000000,100.00000000,0.10000000,0.09999001,-0.00999101,-0.20998102,-0.20998102,24H
V4_BASE,KAITO/USDT,2026-07-29T03:00:00+00:00,2026-07-30T03:00:00+00:00,1.249,1.1818,89.00000000,88.00000000,100.00000000,0.10000000,0.09461970,-5.38030424,-5.57492394,-5.57492394,24H
V4_BASE,RLUSD/USDT,2026-07-29T04:00:00+00:00,2026-07-30T04:00:00+00:00,1.0013,1.0014,87.00000000,87.00000000,100.00000000,0.10000000,0.10000999,0.00998702,-0.19002297,-0.19002297,24H
V4_BASE,USDC/USDT,2026-07-29T04:00:00+00:00,2026-07-30T04:00:00+00:00,1.00114,1.00112,84.00000000,84.00000000,100.00000000,0.10000000,0.09999800,-0.00199772,-0.20199572,-0.20199572,24H
V4_BASE,UNI/USDT,2026-07-29T09:00:00+00:00,2026-07-30T09:00:00+00:00,3.975,4.03,95.00000000,100.00000000,100.00000000,0.10000000,0.10138365,1.38364780,1.18226415,1.18226415,24H
V4_BASE,GPS/USDT,2026-07-29T13:00:00+00:00,2026-07-30T13:00:00+00:00,0.00979,0.00991,93.00000000,98.00000000,100.00000000,0.10000000,0.10122574,1.22574055,1.02451481,1.02451481,24H
V4_BASE,RE/USDT,2026-07-29T16:00:00+00:00,2026-07-30T16:00:00+00:00,0.4686,0.4452,79.00000000,76.00000000,100.00000000,0.10000000,0.09500640,-4.99359795,-5.18860435,-5.18860435,24H
V4_BASE,USD1/USDT,2026-07-29T16:00:00+00:00,2026-07-30T16:00:00+00:00,1.00016,1,76.00000000,71.00000000,100.00000000,0.10000000,0.09998400,-0.01599744,-0.21598144,-0.21598144,24H
V4_BASE,PLUME/USDT,2026-07-29T19:00:00+00:00,2026-07-30T19:00:00+00:00,0.01215,0.01154,87.00000000,86.00000000,100.00000000,0.10000000,0.09497942,-5.02057613,-5.21555556,-5.21555556,24H
V4_BASE,ALPINE/USDT,2026-07-30T02:00:00+00:00,2026-07-31T02:00:00+00:00,0.323,0.311,89.00000000,88.00000000,100.00000000,0.10000000,0.09628483,-3.71517028,-3.91145511,-3.91145511,24H
V4_BASE,MUBARAK/USDT,2026-07-30T04:00:00+00:00,2026-07-31T04:00:00+00:00,0.01115,0.0121,82.00000000,82.00000000,100.00000000,0.10000000,0.10852018,8.52017937,8.31165919,8.31165919,24H
V4_BASE,BNB/USDT,2026-07-30T04:00:00+00:00,2026-07-31T04:00:00+00:00,571.9,589.13,81.00000000,80.00000000,100.00000000,0.10000000,0.10301276,3.01276447,2.80975170,2.80975170,24H
V4_BASE,ONDO/USDT,2026-07-30T09:00:00+00:00,2026-07-31T09:00:00+00:00,0.4209,0.4036,95.00000000,100.00000000,100.00000000,0.10000000,0.09588976,-4.11023996,-4.30612972,-4.30612972,24H
V4_BASE,PAXG/USDT,2026-07-30T13:00:00+00:00,2026-07-31T13:00:00+00:00,4105.88,4027.22,93.00000000,98.00000000,100.00000000,0.10000000,0.09808421,-1.91578906,-2.11387327,-2.11387327,24H
V4_BASE,ADA/USDT,2026-07-30T13:00:00+00:00,2026-07-31T13:00:00+00:00,0.1682,0.1686,89.00000000,89.00000000,100.00000000,0.10000000,0.10023781,0.23781213,0.03757432,0.03757432,24H
V4_BASE,AAVE/USDT,2026-07-30T16:00:00+00:00,2026-07-31T16:00:00+00:00,100.23,96.59,90.00000000,95.00000000,100.00000000,0.10000000,0.09636835,-3.63164721,-3.82801556,-3.82801556,24H
V4_BASE,PUMP/USDT,2026-07-30T19:00:00+00:00,2026-07-31T19:00:00+00:00,0.002021,0.002118,89.00000000,88.00000000,100.00000000,0.10000000,0.10479960,4.79960416,4.59480455,4.59480455,24H
V4_BASE,EWYB/USDT,2026-07-31T02:00:00+00:00,2026-08-01T02:00:00+00:00,162.6,157.58,81.00000000,81.00000000,100.00000000,0.10000000,0.09691267,-3.08733087,-3.28424354,-3.28424354,24H
V4_BASE,MUBARAK/USDT,2026-07-31T04:00:00+00:00,2026-08-01T04:00:00+00:00,0.0121,0.01244,95.00000000,100.00000000,100.00000000,0.10000000,0.10280992,2.80991736,2.60710744,2.60710744,24H
V4_BASE,BEL/USDT,2026-07-31T04:00:00+00:00,2026-08-01T04:00:00+00:00,0.0977,0.099,89.00000000,89.00000000,100.00000000,0.10000000,0.10133060,1.33060389,1.12927329,1.12927329,24H
V4_BASE,ALPINE/USDT,2026-07-31T09:00:00+00:00,2026-08-01T09:00:00+00:00,0.318,0.321,90.00000000,95.00000000,100.00000000,0.10000000,0.10094340,0.94339623,0.74245283,0.74245283,24H
V4_BASE,FIL/USDT,2026-07-31T13:00:00+00:00,2026-08-01T13:00:00+00:00,0.7172,0.7126,78.00000000,73.00000000,100.00000000,0.10000000,0.09935862,-0.64138316,-0.84074177,-0.84074177,24H
V4_BASE,USD1/USDT,2026-07-31T13:00:00+00:00,2026-08-01T13:00:00+00:00,1.00007,0.9999,76.00000000,71.00000000,100.00000000,0.10000000,0.09998300,-0.01699881,-0.21698181,-0.21698181,24H
V4_BASE,TUT/USDT,2026-07-31T16:00:00+00:00,2026-08-01T16:00:00+00:00,0.01572,0.01746,89.00000000,88.00000000,100.00000000,0.10000000,0.11106870,11.06870229,10.85763359,10.85763359,24H
V4_BASE,PUMP/USDT,2026-07-31T19:00:00+00:00,2026-08-01T19:00:00+00:00,0.002118,0.002109,84.00000000,84.00000000,100.00000000,0.10000000,0.09957507,-0.42492918,-0.62450425,-0.62450425,24H
V4_BASE,TAO/USDT,2026-08-01T02:00:00+00:00,2026-08-02T02:00:00+00:00,196.1,193.6,87.00000000,86.00000000,100.00000000,0.10000000,0.09872514,-1.27485977,-1.47358491,-1.47358491,24H
V4_BASE,USDE/USDT,2026-08-01T04:00:00+00:00,2026-08-02T04:00:00+00:00,1.0008,1.0005,87.00000000,87.00000000,100.00000000,0.10000000,0.09997002,-0.02997602,-0.22994604,-0.22994604,24H
V4_BASE,BEL/USDT,2026-08-01T04:00:00+00:00,2026-08-02T04:00:00+00:00,0.099,0.0972,84.00000000,84.00000000,100.00000000,0.10000000,0.09818182,-1.81818182,-2.01636364,-2.01636364,24H
V4_BASE,ADA/USDT,2026-08-01T09:00:00+00:00,2026-08-02T09:00:00+00:00,0.1721,0.1883,87.00000000,87.00000000,100.00000000,0.10000000,0.10941313,9.41313190,9.20371877,9.20371877,24H
