stop_pct,target_pct,set,n,median,mean,win_rate,pf,max_dd,pnl,is_baseline
0.04,0.06,test,251,-2.09584105477693,-0.44686833637992784,37.45019920318725,0.7989459861681284,-18.73487523000197,-112.16395243136189,True
0.05,0.06,test,214,-0.5772425048840139,-0.3229163847920846,42.523364485981304,0.8605170909499577,-16.273247040246652,-69.10410634550611,False
0.06,0.06,test,206,-0.6523242891799836,-0.5467630966725661,44.1747572815534,0.7961616639487559,-16.136211375401814,-112.6331979145486,False
0.05,0.08,test,196,-1.1829122017711207,-0.36481297621024483,37.244897959183675,0.8570812361124248,-15.155302001959436,-71.50334333720798,False
