tipo,scenario,symbol,trades,avg_pct,median_pct,pf,dd_pct,pnl
scenario,S80_SL5_TP15,,280,1.2287358880967745,-0.2,1.897181848146168,-42.53970218891603,3440.4604866709683
scenario,S80_SL5_TP8,,303,1.2125824275667554,-0.19000799360511228,1.8516666069156067,-45.530779062734716,3674.124755527269
scenario,S80_SL6_TP10,,279,0.561246743249774,-0.20099995000251153,1.362898463547158,-50.85244203877251,1565.8784136668694
scenario,S80_SL6_TP12,,281,0.5414206039259417,-0.2,1.322925218296352,-62.039365229233326,1521.3918970318962
scenario,S80_SL6_TP15,,274,0.9778688963993375,-0.2,1.6352936905210296,-46.846812801226854,2679.3607761341846
scenario,S80_SL6_TP8,,294,0.3413402342556311,-0.2,1.21072584314456,-44.46606036797406,1003.5402887115555
scenario,S82_SL4_TP10,,304,0.885230540272286,-0.2199760289647688,1.6472486436634728,-32.389431483425454,2691.1008424277497
scenario,S82_SL4_TP12,,295,0.9582437691849185,-0.2199740337561094,1.689363735878135,-39.70339409064951,2826.8191190955094
scenario,S82_SL4_TP15,,293,1.5600959676167512,-0.2551267916207299,2.0964789125830574,-43.21915376090678,4571.081185117081
scenario,S82_SL4_TP8,,312,0.7468655103018863,-0.20149869613436105,1.5656955658678215,-36.09993512267757,2330.2203921418854
scenario,S82_SL5_TP10,,287,0.7633993395485653,-0.2,1.4966648942616236,-36.6110771577999,2190.956104504383
scenario,S82_SL5_TP12,,287,1.064408271806656,-0.2,1.719575770237293,-37.17869155511544,3054.8517400851033
scenario,S82_SL5_TP15,,280,1.0273778094313948,-0.20799491499770545,1.678334669779796,-39.60921646783555,2876.657866407905
