trade_id,rule,symbol,entry_time,exit_time,entry_price,exit_price,score,confidence,quantity,nominal_value,entry_fee,exit_fee,gross_pnl,net_pnl,return_pct,capital_before,capital_after,status
26,V5_24H_SCORE_GE_70,ADA/USDT,2026-07-20T21:00:00+00:00,2026-07-21T21:00:00+00:00,0.1699,0.173,70.0,65.0,588.5815185403178,100.0,0.1,0.10182460270747497,1.8246027074749662,1.6227781047674912,1.6211569478196717,182.14676656494842,283.8695446697159,CLOSED
27,V5_24H_SCORE_GE_70,HEMI/USDT,2026-07-20T22:00:00+00:00,2026-07-21T22:00:00+00:00,0.00686,0.00535,72.0,59.0,14577.25947521866,100.0,0.1,0.07798833819241983,-22.011661807580168,-22.18965014577259,-22.16748266310948,283.8695446697159,361.7798945239433,CLOSED
28,V5_24H_SCORE_GE_70,RED/USDT,2026-07-21T01:00:00+00:00,2026-07-22T01:00:00+00:00,0.1032,0.1011,75.0,70.0,968.9922480620155,100.0,0.1,0.09796511627906976,-2.034883720930239,-2.2328488372093087,-2.2306182189903185,61.4798945239433,159.347045686734,CLOSED
29,V5_24H_SCORE_GE_70,SKHYB/USDT,2026-07-21T13:00:00+00:00,2026-07-22T13:00:00+00:00,163.9,168.61,73.0,68.0,0.6101281269066504,100.0,0.1,0.10287370347773034,2.8737034777303307,2.6708297742526,2.6681616126399605,59.247045686734,162.0178754609866,CLOSED
30,V5_24H_SCORE_GE_70,SNDKB/USDT,2026-07-21T13:00:00+00:00,2026-07-22T13:00:00+00:00,1529.08,1577.19,70.0,70.0,0.06539880189394931,100.0,0.1,0.10314633635911791,3.1463363591179103,2.943190022758792,2.9402497729858066,162.0178754609866,265.0610654837454,CLOSED
31,V5_24H_SCORE_GE_70,LTC/USDT,2026-07-21T14:00:00+00:00,2026-07-22T14:00:00+00:00,47.81,46.79,73.0,68.0,2.091612633340305,100.0,0.1,0.09786655511399288,-2.1334448860071262,-2.331311441121119,-2.328982458662457,64.86106548374539,162.62975404262426,CLOSED
32,V5_24H_SCORE_GE_70,MSTRB/USDT,2026-07-21T15:00:00+00:00,2026-07-22T15:00:00+00:00,102.67,99.78,73.0,68.0,0.9739943508327652,100.0,0.1,0.09718515632609331,-2.8148436739066938,-3.0120288302327873,-3.009019810422365,62.52975404262426,159.61772521239146,CLOSED
33,V5_24H_SCORE_GE_70,GRAM/USDT,2026-07-21T16:00:00+00:00,2026-07-22T16:00:00+00:00,1.518,1.517,72.0,67.0,65.87615283267458,100.0,0.1,0.09993412384716734,-0.06587615283267212,-0.2658102766798395,-0.2655447319478916,59.51772521239147,159.35191493571165,CLOSED
34,V5_24H_SCORE_GE_70,BMT/USDT,2026-07-21T19:00:00+00:00,2026-07-22T19:00:00+00:00,0.01203,0.01209,70.0,65.0,8312.551953449709,100.0,0.1,0.10049875311720699,0.4987531172069879,0.2982543640897809,0.2979564076820988,59.25191493571165,159.65016929980143,CLOSED
35,V5_24H_SCORE_GE_70,PORTAL/USDT,2026-07-21T22:00:00+00:00,2026-07-22T22:00:00+00:00,0.01106,0.01088,73.0,68.0,9041.591320072332,100.0,0.1,0.09837251356238698,-1.6274864376130296,-1.8258589511754166,-1.8240349162591576,59.55016929980144,157.82431034862603,CLOSED
36,V5_24H_SCORE_GE_70,KAITO/USDT,2026-07-21T23:00:00+00:00,2026-07-22T23:00:00+00:00,0.9948,0.9862,75.0,70.0,100.52271813429834,100.0,0.1,0.09913550462404502,-0.8644953759549736,-1.0636308805790187,-1.062568312266752,157.82431034862603,256.860679468047,CLOSED
37,V5_24H_SCORE_GE_70,TREE/USDT,2026-07-22T00:00:00+00:00,2026-07-23T00:00:00+00:00,0.0388,0.0382,70.0,65.0,2577.319587628866,100.0,0.1,0.09845360824742268,-1.5463917525773212,-1.744845360824744,-1.743102258566178,256.860679468047,355.21583410722224,CLOSED
38,V5_24H_SCORE_GE_70,CHIP/USDT,2026-07-22T02:00:00+00:00,2026-07-23T02:00:00+00:00,0.0306,0.03026,70.0,65.0,3267.9738562091507,100.0,0.1,0.0988888888888889,-1.1111111111111,-1.309999999999989,-1.3086913086912977,255.11583410722224,353.90583410722223,CLOSED
39,V5_24H_SCORE_GE_70,AAVE/USDT,2026-07-22T13:00:00+00:00,2026-07-23T13:00:00+00:00,97.91,96.11,75.0,70.0,1.021346134204882,100.0,0.1,0.0981615769584312,-1.8384230415688023,-2.0365846185272334,-2.0345500684587745,53.60583410722225,151.66924948869502,CLOSED
40,V5_24H_SCORE_GE_70,MUB/USDT,2026-07-22T13:00:00+00:00,2026-07-23T13:00:00+00:00,972.31,977.98,75.0,70.0,0.10284785716489597,100.0,0.1,0.10058314735012497,0.5831473501249604,0.3825642027748355,0.3821820207540815,151.66924948869502,252.15181369146984,CLOSED
41,V5_24H_SCORE_GE_70,SKHYB/USDT,2026-07-22T14:00:00+00:00,2026-07-23T14:00:00+00:00,166.79,172.97,75.0,70.0,0.5995563283170454,100.0,0.1,0.10370525810899935,3.7052581089993453,3.501552850890346,3.498054796094252,152.05181369146985,255.65336654236017,CLOSED
42,V5_24H_SCORE_GE_70,ADA/USDT,2026-07-22T15:00:00+00:00,2026-07-23T15:00:00+00:00,0.1779,0.1705,75.0,70.0,562.1135469364812,100.0,0.1,0.09584035975267004,-4.1596402473299605,-4.35548060708263,-4.351129477605026,255.65336654236017,351.39788593527754,CLOSED
43,V5_24H_SCORE_GE_70,WLD/USDT,2026-07-22T16:00:00+00:00,2026-07-23T16:00:00+00:00,0.3938,0.3766,75.0,70.0,253.93600812595227,100.0,0.1,0.09563230066023362,-4.367699339766375,-4.563331640426608,-4.55877286755905,351.39788593527754,446.93455429485095,CLOSED
44,V5_24H_SCORE_GE_70,SNDKB/USDT,2026-07-22T20:00:00+00:00,2026-07-23T20:00:00+00:00,1622.32,1625.76,70.0,65.0,0.06164012032151487,100.0,0.1,0.10021204201390602,0.2120420139060144,0.011829971892108382,0.011818153738370012,346.83455429485093,446.94638426674305,CLOSED
45,V5_24H_SCORE_GE_70,EDEN/USDT,2026-07-23T01:00:00+00:00,2026-07-24T01:00:00+00:00,0.04409,0.04071,73.0,68.0,2268.0880018144703,100.0,0.1,0.0923338625538671,-7.6661374461329075,-7.858471308686775,-7.850620687998775,246.74638426674304,338.98791295805626,CLOSED
46,V5_24H_SCORE_GE_70,GRAM/USDT,2026-07-23T03:00:00+00:00,2026-07-24T03:00:00+00:00,1.516,1.455,73.0,68.0,65.96306068601584,100.0,0.1,0.09597625329815304,-4.02374670184696,-4.219722955145113,-4.215507447697417,338.98791295805626,434.86819000291115,CLOSED
47,V5_24H_SCORE_GE_70,BMT/USDT,2026-07-23T05:00:00+00:00,2026-07-24T05:00:00+00:00,0.01262,0.01228,70.0,70.0,7923.9302694136295,100.0,0.1,0.09730586370839936,-2.6941362916006426,-2.891442155309042,-2.888553601707335,434.86819000291115,532.0767478476021,CLOSED
48,V5_24H_SCORE_GE_70,OPN/USDT,2026-07-23T06:00:00+00:00,2026-07-24T06:00:00+00:00,0.0718,0.0671,73.0,68.0,1392.7576601671308,100.0,0.1,0.09345403899721448,-6.545961002785518,-6.739415041782732,-6.7326823594233085,431.97674784760204,525.3373328058193,CLOSED
49,V5_24H_SCORE_GE_70,PLUME/USDT,2026-07-23T13:00:00+00:00,2026-07-24T13:00:00+00:00,0.01146,0.01114,73.0,68.0,8726.003490401396,100.0,0.1,0.09720767888307155,-2.7923211169284485,-2.98952879581152,-2.9865422535579627,225.03733280581926,322.14780401000775,CLOSED
50,V5_24H_SCORE_GE_70,RE/USDT,2026-07-23T16:00:00+00:00,2026-07-24T16:00:00+00:00,0.5261,0.608,70.0,70.0,190.07793195210036,100.0,0.1,0.11556738262687702,15.56738262687702,15.351815244250144,15.33647876548466,121.94780401000776,237.3996192542579,CLOSED
51,V5_24H_SCORE_GE_70,SOXLB/USDT,2026-07-23T20:00:00+00:00,2026-07-24T20:00:00+00:00,162.95,137.08,75.0,70.0,0.613685179502915,100.0,0.1,0.0841239644062596,-15.876035593740397,-16.060159558146655,-16.04411544270395,37.199619254257925,121.23945969611127,CLOSED
52,V5_24H_SCORE_GE_70,HEI/USDT,2026-07-23T21:00:00+00:00,2026-07-24T21:00:00+00:00,0.103,0.0987,70.0,70.0,970.873786407767,100.0,0.1,0.0958252427184466,-4.174757281553397,-4.3705825242718435,-4.36621630796388,121.23945969611127,216.96887717183944,CLOSED
53,V5_24H_SCORE_GE_70,UNI/USDT,2026-07-24T05:00:00+00:00,2026-07-25T05:00:00+00:00,3.833,3.687,70.0,65.0,26.089225150013043,100.0,0.1,0.09619097312809809,-3.8090268719019207,-4.005217845030018,-4.001216628401617,16.76887717183945,112.86365932680943,CLOSED
54,V5_24H_SCORE_GE_70,KAITO/USDT,2026-07-24T10:00:00+00:00,2026-07-25T10:00:00+00:00,1.0396,0.9586,73.0,68.0,96.19084263178145,100.0,0.1,0.0922085417468257,-7.791458253174298,-7.983666794921123,-7.975691103817306,12.763659326809432,104.8799925318883,CLOSED
55,V5_24H_SCORE_GE_70,GPS/USDT,2026-07-24T10:00:00+00:00,2026-07-25T10:00:00+00:00,0.00923,0.00958,70.0,65.0,10834.236186348862,100.0,0.1,0.10379198266522209,3.7919826652220934,3.588190682556871,3.584606076480391,104.8799925318883,208.56818321444518,CLOSED
56,V5_24H_SCORE_GE_70,ALLO/USDT,2026-07-24T11:00:00+00:00,2026-07-25T11:00:00+00:00,0.5096,0.3717,70.0,65.0,196.23233908948194,100.0,0.1,0.07293956043956044,-27.060439560439562,-27.233379120879125,-27.206172947931194,208.56818321444518,281.4348040935661,CLOSED
57,V5_24H_SCORE_GE_70,PLUME/USDT,2026-07-24T14:00:00+00:00,2026-07-25T14:00:00+00:00,0.01141,0.01178,73.0,68.0,8764.241893076249,100.0,0.1,0.10324276950043822,3.2427695004382144,3.039526730937776,3.036490240697079,181.33480409356608,284.47433082450385,CLOSED
58,V5_24H_SCORE_GE_70,HOME/USDT,2026-07-24T14:00:00+00:00,2026-07-25T14:00:00+00:00,0.00689,0.00634,72.0,67.0,14513.788098693758,100.0,0.1,0.09201741654571843,-7.982583454281567,-8.174600870827286,-8.166434436390896,284.47433082450385,376.39972995367657,CLOSED
59,V5_24H_SCORE_GE_70,XPL/USDT,2026-07-24T17:00:00+00:00,2026-07-25T17:00:00+00:00,0.08689,0.08322,75.0,70.0,1150.880423523996,100.0,0.1,0.09577626884566694,-4.223731154333066,-4.419507423178733,-4.4150923308478855,176.19972995367655,271.8802225304978,CLOSED
60,V5_24H_SCORE_GE_70,HEMI/USDT,2026-07-24T19:00:00+00:00,2026-07-25T19:00:00+00:00,0.00532,0.00502,75.0,70.0,18796.992481203008,100.0,0.1,0.0943609022556391,-5.639097744360896,-5.833458646616535,-5.827631015600934,271.8802225304978,366.14676388388125,CLOSED
61,V5_24H_SCORE_GE_70,TUT/USDT,2026-07-24T21:00:00+00:00,2026-07-25T21:00:00+00:00,0.01452,0.01538,75.0,70.0,6887.052341597796,100.0,0.1,0.1059228650137741,5.9228650137741,5.716942148760326,5.711230917842484,266.0467638838812,371.8637060326415,CLOSED
62,V5_24H_SCORE_GE_70,TREE/USDT,2026-07-25T00:00:00+00:00,2026-07-26T00:00:00+00:00,0.0394,0.0381,73.0,68.0,2538.0710659898477,100.0,0.1,0.09670050761421321,-3.2994923857867917,-3.496192893401005,-3.4927001932077975,371.8637060326415,468.4675131392405,CLOSED
63,V5_24H_SCORE_GE_70,RE/USDT,2026-07-25T07:00:00+00:00,2026-07-26T07:00:00+00:00,0.6078,0.5204,75.0,70.0,164.52780519907864,100.0,0.1,0.08562026982560052,-14.379730174399484,-14.565350444225084,-14.550799644580504,68.06751313924048,153.6021626950154,CLOSED
64,V5_24H_SCORE_GE_70,ALPINE/USDT,2026-07-25T13:00:00+00:00,2026-07-26T13:00:00+00:00,0.314,0.315,75.0,70.0,318.47133757961785,100.0,0.1,0.10031847133757962,0.31847133757962354,0.11815286624204391,0.11803483141063328,53.502162695015414,153.72031556125745,CLOSED
65,V5_24H_SCORE_GE_70,PLUME/USDT,2026-07-25T15:00:00+00:00,2026-07-26T15:00:00+00:00,0.01177,0.01236,70.0,65.0,8496.176720475787,100.0,0.1,0.10501274426508073,5.012744265080727,4.807731520815646,4.802928592223423,53.620315561257456,158.5280470820731,CLOSED
66,V5_24H_SCORE_GE_70,TRX/USDT,2026-07-25T16:00:00+00:00,2026-07-26T16:00:00+00:00,0.3321,0.333,70.0,65.0,301.11412225233363,100.0,0.1,0.1002710027100271,0.27100271002710485,0.07073170731707774,0.07066104627080694,158.5280470820731,258.6987787893902,CLOSED
67,V5_24H_SCORE_GE_70,MUBARAK/USDT,2026-07-25T19:00:00+00:00,2026-07-26T19:00:00+00:00,0.01076,0.0108,70.0,65.0,9293.680297397768,100.0,0.1,0.10037174721189591,0.371747211895908,0.1713754646840121,0.17120426042358852,58.4987787893902,158.7701542540742,CLOSED
68,V5_24H_SCORE_GE_70,PEPE/USDT,2026-07-26T02:00:00+00:00,2026-07-27T02:00:00+00:00,2.86e-06,2.94e-06,70.0,70.0,34965034.96503496,100.0,0.1,0.1027972027972028,2.797202797202786,2.594405594405583,2.591813780624958,58.67015425407422,161.36455984847981,CLOSED
69,V5_24H_SCORE_GE_70,DOT/USDT,2026-07-26T03:00:00+00:00,2026-07-27T03:00:00+00:00,0.82,0.818,70.0,65.0,121.95121951219512,100.0,0.1,0.0997560975609756,-0.2439024390243958,-0.44365853658537135,-0.44321532126410723,61.26455984847982,160.92090131189445,CLOSED
70,V5_24H_SCORE_GE_70,TAO/USDT,2026-07-26T04:00:00+00:00,2026-07-27T04:00:00+00:00,196.4,198.8,70.0,70.0,0.5091649694501018,100.0,0.1,0.10122199592668026,1.2219959266802505,1.0207739307535701,1.0197541765769933,60.82090131189446,161.94167524264805,CLOSED
71,V5_24H_SCORE_GE_70,FIL/USDT,2026-07-26T04:00:00+00:00,2026-07-27T04:00:00+00:00,0.7416,0.7478,70.0,65.0,134.8435814455232,100.0,0.1,0.10083603020496226,0.8360302049622561,0.6351941747572939,0.6345596151421518,161.94167524264805,262.6768694174053,CLOSED
72,V5_24H_SCORE_GE_70,RARE/USDT,2026-07-26T09:00:00+00:00,2026-07-27T09:00:00+00:00,0.01279,0.01259,70.0,65.0,7818.608287724785,100.0,0.1,0.09843627834245505,-1.5637216575449457,-1.7621579358874009,-1.7603975383490518,62.47686941740534,160.81471148151792,CLOSED
73,V5_24H_SCORE_GE_70,UNI/USDT,2026-07-26T13:00:00+00:00,2026-07-27T13:00:00+00:00,3.844,3.906,70.0,70.0,26.014568158168576,100.0,0.1,0.10161290322580646,1.6129032258064626,1.4112903225806561,1.4098804421385176,60.714711481517924,162.2260018040986,CLOSED
74,V5_24H_SCORE_GE_70,ONDO/USDT,2026-07-26T16:00:00+00:00,2026-07-27T16:00:00+00:00,0.4062,0.4094,90.0,100.0,246.18414574101428,100.0,0.1,0.10078778926637123,0.7877892663712345,0.5870014771048633,0.5864150620428205,62.12600180409859,162.81300328120346,CLOSED
75,V5_24H_SCORE_GE_70,USDE/USDT,2026-07-26T16:00:00+00:00,2026-07-27T16:00:00+00:00,1.0009,1.0009,87.0,87.0,99.91008092716557,100.0,0.1,0.1,0.0,-0.2,-0.19980019980019983,162.81300328120346,262.71300328120344,CLOSED
76,V5_24H_SCORE_GE_70,USDC/USDT,2026-07-26T19:00:00+00:00,2026-07-27T19:00:00+00:00,1.00087,1.00084,87.0,87.0,99.91307562420695,100.0,0.1,0.0999970026077313,-0.0029973922687105414,-0.20299439487644183,-0.20279160327316864,62.51300328120345,162.410008886327,CLOSED
77,V5_24H_SCORE_GE_70,PLUME/USDT,2026-07-27T02:00:00+00:00,2026-07-28T02:00:00+00:00,0.01231,0.01129,90.0,95.0,8123.476848090983,100.0,0.1,0.09171405361494721,-8.285946385052796,-8.477660438667742,-8.469191247420323,62.31000888632701,153.93234844765925,CLOSED
78,V5_24H_SCORE_GE_70,ALPINE/USDT,2026-07-27T03:00:00+00:00,2026-07-28T03:00:00+00:00,0.32,0.304,87.0,87.0,312.5,100.0,0.1,0.095,-5.0,-5.194999999999999,-5.189810189810189,53.83234844765926,148.73734844765926,CLOSED
79,V5_24H_SCORE_GE_70,CRCLB/USDT,2026-07-27T04:00:00+00:00,2026-07-28T04:00:00+00:00,63.92,63.19,87.0,87.0,1.5644555694618272,100.0,0.1,0.09885794743429285,-1.1420525657071465,-1.3409105131414394,-1.3395709421992401,48.637348447659264,147.39643793451782,CLOSED
80,V5_24H_SCORE_GE_70,XUSD/USDT,2026-07-27T04:00:00+00:00,2026-07-28T04:00:00+00:00,1.0012,1.0012,87.0,87.0,99.8801438274071,100.0,0.1,0.1,0.0,-0.2,-0.19980019980019983,147.39643793451782,247.29643793451783,CLOSED
81,V5_24H_SCORE_GE_70,EDEN/USDT,2026-07-27T09:00:00+00:00,2026-07-28T09:00:00+00:00,0.04471,0.04002,90.0,100.0,2236.636099306643,100.0,0.1,0.08951017669425185,-10.48982330574816,-10.679333482442411,-10.668664817624787,47.09643793451784,136.51710445207544,CLOSED
82,V5_24H_SCORE_GE_70,ENA/USDT,2026-07-27T13:00:00+00:00,2026-07-28T13:00:00+00:00,0.0923,0.0834,95.0,100.0,1083.4236186348862,100.0,0.1,0.09035752979414952,-9.642470205850486,-9.832827735644635,-9.823004730913722,36.41710445207545,126.68427671643082,CLOSED
83,V5_24H_SCORE_GE_70,RLUSD/USDT,2026-07-27T16:00:00+00:00,2026-07-28T16:00:00+00:00,1.0013,1.0011,87.0,87.0,99.87016878058523,100.0,0.1,0.09998002596624389,-0.01997403375611384,-0.21995405972235774,-0.2197343253969608,26.58427671643082,126.46432265670846,CLOSED
84,V5_24H_SCORE_GE_70,MSTRB/USDT,2026-07-27T16:00:00+00:00,2026-07-28T16:00:00+00:00,97.4,98.12,81.0,86.0,1.0266940451745379,100.0,0.1,0.10073921971252567,0.7392197125256672,0.5384804928131416,0.5379425502628787,126.46432265670846,227.1028031495216,CLOSED
85,V5_24H_SCORE_GE_70,TREE/USDT,2026-07-27T19:00:00+00:00,2026-07-28T19:00:00+00:00,0.0397,0.0378,89.0,88.0,2518.891687657431,100.0,0.1,0.09521410579345088,-4.785894206549116,-4.981108312342567,-4.976132180162405,26.902803149521617,122.02169483717906,CLOSED
86,V5_24H_SCORE_GE_70,U/USDT,2026-07-28T02:00:00+00:00,2026-07-29T02:00:00+00:00,1.0007,1.0009,77.0,74.0,99.930048965724,100.0,0.1,0.10001998600979314,0.019986009793143467,-0.18003397621664968,-0.17985412209455515,21.92169483717906,121.8416608609624,CLOSED
87,V5_24H_SCORE_GE_70,KAITO/USDT,2026-07-28T03:00:00+00:00,2026-07-29T03:00:00+00:00,1.2896,1.249,76.0,71.0,77.54342431761786,100.0,0.1,0.09685173697270472,-3.148263027295286,-3.345114764267991,-3.341772991276714,21.741660860962412,118.49654609669442,CLOSED
88,V5_24H_SCORE_GE_70,FDUSD/USDT,2026-07-28T04:00:00+00:00,2026-07-29T04:00:00+00:00,0.9993,0.9983,87.0,87.0,100.07004903432403,100.0,0.1,0.09989992995096568,-0.10007004903432914,-0.2999699789852948,-0.2996703086766182,18.396546096694422,118.19657611770913,CLOSED
89,V5_24H_SCORE_GE_70,USD1/USDT,2026-07-28T04:00:00+00:00,2026-07-29T04:00:00+00:00,0.99984,0.99973,81.0,80.0,100.01600256040967,100.0,0.1,0.09998899823971837,-0.011001760281629913,-0.2109907585213483,-0.2107799785428055,118.19657611770913,218.08558535918777,CLOSED
90,V5_24H_SCORE_GE_70,GPS/USDT,2026-07-28T09:00:00+00:00,2026-07-29T09:00:00+00:00,0.00949,0.00963,92.0,97.0,10537.40779768177,100.0,0.1,0.10147523709167544,1.4752370916754387,1.2737618545837632,1.2724893652185447,17.885585359187786,119.25934721377155,CLOSED
