row,scenario,symbol,entry_price,exit_price,return_pct,pnl,gross_return_pct,implicit_cost_pp,nearest_simple_cost,nearest_distance_pp
94,S72_SL4_TP8,FDUSD/USDT,0.9993,0.9983,-0.3000700490343287,-3.000700490343287,-0.10007005,0.20000000,0.20,0.00000000
95,S72_SL4_TP8,AAVE/USDT,101.26,97.2096,-4.200000000000014,-42.00000000000014,-4.00000000,0.20000000,0.20,0.00000000
96,S72_SL4_TP8,GPS/USDT,0.0094,0.00974,3.4170212765957553,34.17021276595755,3.61702128,0.20000000,0.20,0.00000000
97,S72_SL4_TP8,PLUME/USDT,0.0124,0.011904,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
98,S72_SL4_TP8,ONDO/USDT,0.4088,0.3937,-3.893737769080241,-38.93737769080241,-3.69373777,0.20000000,0.20,0.00000000
99,S72_SL4_TP8,AVAX/USDT,6.56,6.385,-2.8676829268292625,-28.676829268292625,-2.66768293,0.20000000,0.20,0.00000000
100,S72_SL4_TP8,KAITO/USDT,1.2343,1.3330440000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
101,S72_SL4_TP8,ETH/USDT,1901.89,1916.16,0.5503062742850509,5.503062742850509,0.75030627,0.20000000,0.20,0.00000000
102,S72_SL4_TP8,RE/USDT,0.4686,0.5060880000000001,7.800000000000007,78.00000000000007,8.00000000,0.20000000,0.20,0.00000000
103,S72_SL4_TP8,EURI/USDT,1.1399,1.1461,0.3439073602947708,3.4390736029477083,0.54390736,0.20000000,0.20,0.00000000
104,S72_SL4_TP8,ADA/USDT,0.1635,0.1624,-0.87278287461775,-8.7278287461775,-0.67278287,0.20000000,0.20,0.00000000
105,S72_SL4_TP8,RLUSD/USDT,1.0013,1.0014,-0.1900129831219342,-1.900129831219342,0.00998702,0.20000000,0.20,0.00000000
106,S72_SL4_TP8,UNI/USDT,4.018,4.064,0.9448481831757063,9.448481831757062,1.14484818,0.20000000,0.20,0.00000000
107,S72_SL4_TP8,ALPINE/USDT,0.32,0.3072,-4.200000000000014,-42.00000000000014,-4.00000000,0.20000000,0.20,0.00000000
108,S72_SL4_TP8,MUBARAK/USDT,0.0113,0.01142,0.8619469026548645,8.619469026548645,1.06194690,0.20000000,0.20,0.00000000
109,S72_SL4_TP8,USDC/USDT,1.00108,1.00082,-0.2259719502936795,-2.259719502936795,-0.02597195,0.20000000,0.20,0.00000000
110,S72_SL4_TP8,U/USDT,1.0009,1.0007,-0.21998201618542695,-2.1998201618542694,-0.01998202,0.20000000,0.20,0.00000000
111,S72_SL4_TP8,USD1/USDT,1.00016,1.0,-0.215997440409532,-2.15997440409532,-0.01599744,0.20000000,0.20,0.00000000
112,S72_SL4_TP8,GPS/USDT,0.00982,0.0094272,-4.200000000000004,-42.000000000000036,-4.00000000,0.20000000,0.20,0.00000000
113,S72_SL4_TP8,PORTAL/USDT,0.00994,0.00968,-2.8156941649899347,-28.15694164989935,-2.61569416,0.20000000,0.20,0.00000000
