time,equity,open_positions
2026-08-07T23:00:00+00:00,859.43255548,10
2026-08-08T00:00:00+00:00,859.48555991,10
2026-08-08T01:00:00+00:00,859.48555991,10
2026-08-08T02:00:00+00:00,859.48555991,10
2026-08-08T03:00:00+00:00,859.48555991,10
2026-08-08T04:00:00+00:00,859.48555991,10
2026-08-08T05:00:00+00:00,855.28555991,10
2026-08-08T06:00:00+00:00,853.49573479,10
2026-08-08T07:00:00+00:00,853.49573479,10
2026-08-08T08:00:00+00:00,853.49573479,10
2026-08-08T09:00:00+00:00,853.49573479,10
2026-08-08T10:00:00+00:00,861.29573479,10
2026-08-08T11:00:00+00:00,857.09573479,10
2026-08-08T12:00:00+00:00,857.09573479,10
2026-08-08T13:00:00+00:00,857.09573479,10
2026-08-08T14:00:00+00:00,868.53533789,10
2026-08-08T15:00:00+00:00,876.33533789,10
2026-08-08T16:00:00+00:00,876.33533789,10
2026-08-08T17:00:00+00:00,876.33533789,10
2026-08-08T18:00:00+00:00,876.27226511,10
2026-08-08T19:00:00+00:00,876.27226511,10
2026-08-08T20:00:00+00:00,878.91779356,10
2026-08-08T21:00:00+00:00,878.99582878,10
2026-08-08T22:00:00+00:00,878.99582878,10
2026-08-08T23:00:00+00:00,878.80448155,10
2026-08-09T00:00:00+00:00,878.80448155,10
2026-08-09T01:00:00+00:00,878.80448155,10
2026-08-09T02:00:00+00:00,874.60448155,10
2026-08-09T03:00:00+00:00,874.60448155,10
2026-08-09T04:00:00+00:00,882.40448155,10
2026-08-09T05:00:00+00:00,882.40448155,10
2026-08-09T06:00:00+00:00,886.25716645,10
2026-08-09T07:00:00+00:00,886.25716645,10
2026-08-09T08:00:00+00:00,886.25716645,10
2026-08-09T09:00:00+00:00,886.25716645,10
2026-08-09T10:00:00+00:00,886.25716645,10
2026-08-09T11:00:00+00:00,889.22880824,10
2026-08-09T12:00:00+00:00,885.02880824,10
2026-08-09T13:00:00+00:00,892.82880824,10
2026-08-09T14:00:00+00:00,889.77363900,10
2026-08-09T15:00:00+00:00,889.77363900,10
2026-08-09T16:00:00+00:00,885.57363900,10
2026-08-09T17:00:00+00:00,885.57363900,10
2026-08-09T18:00:00+00:00,885.54877035,10
2026-08-09T19:00:00+00:00,885.54877035,10
2026-08-09T20:00:00+00:00,886.42849229,10
2026-08-09T21:00:00+00:00,886.48047213,10
2026-08-09T22:00:00+00:00,886.48047213,10
2026-08-09T23:00:00+00:00,888.40168425,10
2026-08-10T00:00:00+00:00,888.40168425,10
2026-08-10T01:00:00+00:00,888.40168425,10
2026-08-10T02:00:00+00:00,896.20168425,10
2026-08-10T03:00:00+00:00,896.20168425,10
2026-08-10T04:00:00+00:00,891.80168425,10
2026-08-10T05:00:00+00:00,891.80168425,10
2026-08-10T06:00:00+00:00,892.64335092,10
2026-08-10T07:00:00+00:00,892.64335092,10
2026-08-10T08:00:00+00:00,892.64335092,10
2026-08-10T09:00:00+00:00,888.44335092,10
2026-08-10T10:00:00+00:00,888.44335092,10
2026-08-10T11:00:00+00:00,888.44335092,10
2026-08-10T12:00:00+00:00,887.67185648,10
2026-08-10T13:00:00+00:00,887.67185648,10
2026-08-10T14:00:00+00:00,887.67185648,10
2026-08-10T15:00:00+00:00,895.47185648,10
2026-08-10T16:00:00+00:00,892.97073879,10
2026-08-10T17:00:00+00:00,892.97073879,10
2026-08-10T18:00:00+00:00,887.40114815,10
2026-08-10T19:00:00+00:00,883.20114815,10
2026-08-10T20:00:00+00:00,882.89738680,10
2026-08-10T21:00:00+00:00,882.89738680,10
2026-08-10T22:00:00+00:00,882.89738680,10
2026-08-10T23:00:00+00:00,878.51637427,10
2026-08-11T00:00:00+00:00,878.51637427,10
2026-08-11T01:00:00+00:00,874.31637427,10
2026-08-11T02:00:00+00:00,874.31637427,10
2026-08-11T03:00:00+00:00,874.31637427,10
2026-08-11T04:00:00+00:00,869.27862887,10
2026-08-11T05:00:00+00:00,869.27862887,10
2026-08-11T06:00:00+00:00,869.27862887,10
2026-08-11T07:00:00+00:00,869.27862887,10
2026-08-11T08:00:00+00:00,869.27862887,10
2026-08-11T09:00:00+00:00,869.56306810,10
2026-08-11T10:00:00+00:00,869.56306810,10
2026-08-11T11:00:00+00:00,869.56306810,10
2026-08-11T12:00:00+00:00,869.56306810,10
2026-08-11T13:00:00+00:00,869.56306810,10
2026-08-11T14:00:00+00:00,861.16306810,10
2026-08-11T15:00:00+00:00,861.16306810,10
2026-08-11T16:00:00+00:00,861.16306810,10
2026-08-11T17:00:00+00:00,861.16306810,10
2026-08-11T18:00:00+00:00,858.74022941,10
2026-08-11T19:00:00+00:00,858.74022941,10
2026-08-11T20:00:00+00:00,858.04304244,10
2026-08-11T21:00:00+00:00,858.04304244,10
2026-08-11T22:00:00+00:00,858.04304244,10
2026-08-11T23:00:00+00:00,857.58913867,10
2026-08-12T00:00:00+00:00,857.58913867,10
2026-08-12T01:00:00+00:00,857.44874949,10
2026-08-12T02:00:00+00:00,857.44874949,10
2026-08-12T03:00:00+00:00,857.44874949,10
2026-08-12T04:00:00+00:00,853.68458212,10
2026-08-12T05:00:00+00:00,853.68458212,10
2026-08-12T06:00:00+00:00,853.68458212,10
2026-08-12T07:00:00+00:00,853.68458212,10
2026-08-12T08:00:00+00:00,861.48458212,10
2026-08-12T09:00:00+00:00,862.35673416,10
2026-08-12T10:00:00+00:00,862.35673416,10
2026-08-12T11:00:00+00:00,862.35673416,10
2026-08-12T12:00:00+00:00,870.15673416,10
2026-08-12T13:00:00+00:00,865.95673416,10
2026-08-12T14:00:00+00:00,869.32328808,10
2026-08-12T15:00:00+00:00,869.32328808,10
2026-08-12T16:00:00+00:00,869.32328808,10
2026-08-12T17:00:00+00:00,869.32328808,10
2026-08-12T18:00:00+00:00,868.95382049,10
2026-08-12T19:00:00+00:00,860.55382049,10
2026-08-12T20:00:00+00:00,860.55382049,10
2026-08-12T21:00:00+00:00,860.55382049,10
2026-08-12T22:00:00+00:00,860.55382049,10
2026-08-12T23:00:00+00:00,860.36381050,10
2026-08-13T00:00:00+00:00,860.36381050,10
2026-08-13T01:00:00+00:00,861.76531780,10
2026-08-13T02:00:00+00:00,861.76531780,10
2026-08-13T03:00:00+00:00,861.76531780,10
2026-08-13T04:00:00+00:00,857.84539573,10
2026-08-13T05:00:00+00:00,857.84539573,10
2026-08-13T06:00:00+00:00,865.64539573,10
2026-08-13T07:00:00+00:00,865.64539573,10
2026-08-13T08:00:00+00:00,869.50493565,10
2026-08-13T09:00:00+00:00,869.50493565,10
2026-08-13T10:00:00+00:00,869.50493565,10
2026-08-13T11:00:00+00:00,869.50493565,10
2026-08-13T12:00:00+00:00,869.50493565,10
2026-08-13T13:00:00+00:00,868.19445530,10
2026-08-13T14:00:00+00:00,869.67172539,10
2026-08-13T15:00:00+00:00,877.47172539,10
2026-08-13T16:00:00+00:00,877.47172539,10
2026-08-13T17:00:00+00:00,877.47172539,10
2026-08-13T18:00:00+00:00,881.00833002,10
2026-08-13T19:00:00+00:00,884.85835854,10
