n,mean_pct,median_pct,std_pct,ci95_low,ci95_high,pf,dd_pct,bootstrap_mean_p05,bootstrap_mean_p50,bootstrap_mean_p95,bootstrap_sum_p05,bootstrap_sum_p50,bootstrap_sum_p95,prob_mean_positive_pct,prob_sum_negative_pct
31749,0.9074729718948713,-0.20999200639488774,8.266237107800409,0.8165447069143339,0.9984012368754087,1.5965387118423489,-76.46558656065967,0.8298433567862384,0.9065634527128437,0.9835357630826784,26346.69673460628,28782.48306018007,31226.27694211196,100.0,0.0
