segment,trades,avg_pct,median_pct,win_rate_pct,profit_factor
ALL,31749,0.9074729718948713,-0.20999200639488774,43.39034300292923,1.5965387118423489
FIRST_HALF,15874,0.9097804447555983,-0.20999200639488774,43.36651127630087,1.605230457295499
SECOND_HALF,15875,0.9051656443867654,-0.20999200639488774,43.414173228346456,1.58805115859885
